iter	Logloss
553	0.3357291727
554	0.3357113985
555	0.3356915934
556	0.3356588855
557	0.3356297497
558	0.3356007998
559	0.335583298
560	0.335548037
561	0.3355014398
562	0.3354507584
563	0.335426013
564	0.335381582
565	0.3353648899
566	0.3353301987
567	0.3353028069
568	0.3352785957
569	0.335238333
570	0.3352161993
571	0.3351741864
572	0.3351464855
573	0.3351272123
574	0.3351060348
575	0.3350844419
576	0.335054203
577	0.3350277776
578	0.3350043418
579	0.3349878709
580	0.3349543643
581	0.3349318539
582	0.3349079039
583	0.3348831279
584	0.3348602653
585	0.334841764
586	0.3348183522
587	0.3347956661
588	0.3347713241
589	0.3347386221
590	0.3347088663
591	0.33467822
592	0.3346567183
593	0.3346352258
594	0.3346114835
595	0.3345848355
596	0.3345505108
597	0.3345224439
598	0.3344858906
599	0.3344601831
600	0.3344373031
601	0.3344073912
602	0.3343877943
603	0.3343487983
604	0.3343269356
605	0.334307117
606	0.3342908862
607	0.3342626697
608	0.3342331392
609	0.3342070077
610	0.3341787328
611	0.3341328508
612	0.3341135871
613	0.3340846389
614	0.3340548753
615	0.3340098367
616	0.3339647659
617	0.3339437271
618	0.3339249823
619	0.3339016144
620	0.3338719333
621	0.3338254259
622	0.3337985913
623	0.333767362
624	0.3337456622
625	0.3337210319
626	0.3337013724
627	0.3336727043
628	0.3336290564
629	0.33360501
630	0.333581209
631	0.3335631543
632	0.3335304181
633	0.3335124893
634	0.3334839818
635	0.3334588284
636	0.333438096
637	0.3334162188
638	0.3333911534
639	0.3333725343
640	0.3333459619
641	0.3333215129
642	0.3332948536
643	0.3332707238
644	0.3332439756
645	0.3332183107
646	0.3331989949
647	0.3331788028
648	0.3331488132
649	0.3331280442
650	0.3330998795
651	0.3330697968
652	0.3330437278
653	0.3330225278
654	0.3330033864
655	0.3329804086
656	0.3329601529
657	0.3329364916
658	0.3328992239
659	0.3328727909
660	0.3328428779
661	0.3328160492
662	0.3327887233
663	0.3327611103
664	0.3327314062
665	0.332713871
666	0.3326873665
667	0.3326653421
668	0.3326469216
669	0.3326192084
670	0.3326020272
671	0.3325811573
672	0.3325651066
673	0.3325439242
674	0.3325134996
675	0.3324990901
676	0.3324673138
677	0.3324432021
678	0.3324145022
679	0.332387424
680	0.3323685845
681	0.3323500812
682	0.3323215355
683	0.3322891777
684	0.3322683562
685	0.3322437078
686	0.3322163648
687	0.3321844696
688	0.3321645841
689	0.3321357993
690	0.3321196072
691	0.3321022824
692	0.3320622712
693	0.3320320884
694	0.332006846
695	0.3319827052
696	0.3319634345
697	0.3319383646
698	0.3319238807
699	0.3319045049
700	0.3318779262
701	0.3318543385
702	0.3318421276
703	0.3318183724
704	0.3317957769
705	0.3317648682
706	0.3317485892
707	0.3317140925
708	0.3316911766
709	0.3316710231
710	0.3316478754
711	0.3316253781
712	0.331599471
713	0.3315800981
714	0.3315642636
715	0.3315451194
716	0.3315222121
717	0.3315038984
718	0.3314804705
719	0.3314531917
720	0.3314340863
721	0.3314181319
722	0.3313863034
723	0.3313672935
724	0.3313469257
725	0.3313212765
726	0.3313023438
727	0.3312759896
728	0.3312527795
729	0.3312315893
730	0.3312099288
731	0.3311887944
732	0.3311691291
733	0.3311501455
734	0.33113477
735	0.331114076
736	0.3310900417
737	0.3310575326
738	0.3310293694
739	0.3310123358
740	0.3309924179
741	0.3309736129
742	0.3309508387
743	0.3309271667
744	0.3308888297
745	0.3308585408
746	0.3308283491
747	0.3307903528
748	0.3307683984
749	0.3307495342
750	0.3307291098
751	0.3307059255
752	0.3306811084
753	0.3306496988
754	0.3306226546
755	0.3305996294
756	0.330589292
757	0.3305732305
758	0.330549654
759	0.330529292
760	0.3305023997
761	0.3304840422
762	0.3304547075
763	0.3304343776
764	0.330413982
765	0.3303959081
766	0.3303731793
767	0.3303500837
768	0.3303272766
769	0.3303083627
770	0.3302952635
771	0.3302784732
772	0.3302591648
773	0.3302408621
774	0.3302217077
775	0.3302053988
776	0.3301835015
777	0.330167069
778	0.3301443696
779	0.3301288039
780	0.3301183098
781	0.3300981886
782	0.3300795302
783	0.3300631424
784	0.3300400745
785	0.3300187636
786	0.3299989238
787	0.3299779606
788	0.3299586003
789	0.3299343783
790	0.3299069067
791	0.3298862087
792	0.3298585068
793	0.3298400838
794	0.329818273
795	0.3297950201
796	0.329765255
797	0.3297382944
798	0.3297144698
799	0.329669787
800	0.3296429012
801	0.3296251011
802	0.3296029897
803	0.3295869189
804	0.3295650361
805	0.3295455419
806	0.3295363453
807	0.3295267915
808	0.3295141955
809	0.3294948111
810	0.3294769266
811	0.3294601986
812	0.3294261814
813	0.3294064461
814	0.3293876722
815	0.3293587697
816	0.3293378601
817	0.3293206599
818	0.3293033574
819	0.3292880629
820	0.3292715469
821	0.3292520984
822	0.3292337906
823	0.3292131922
824	0.3291944085
825	0.3291699687
826	0.3291531546
827	0.3291351676
828	0.3291126995
829	0.3290901192
830	0.3290701783
831	0.3290497604
832	0.3290248262
833	0.3289999761
834	0.3289799101
835	0.3289657901
836	0.3289418927
837	0.3289160874
838	0.328895648
839	0.328872545
840	0.3288452897
841	0.3288189469
842	0.32879888
843	0.3287767066
844	0.3287587874
845	0.3287136021
846	0.3287009893
847	0.328693507
848	0.3286729248
849	0.3286589312
850	0.328637857
851	0.3286162299
852	0.3285936324
853	0.3285720639
854	0.3285533755
855	0.3285304729
856	0.3285133854
857	0.3284960371
858	0.3284794108
859	0.3284592329
860	0.3284341167
861	0.3284178422
862	0.3283978858
863	0.3283835405
864	0.3283707935
865	0.3283590441
866	0.3283391997
867	0.3283219378
868	0.3283043129
869	0.3282814691
870	0.3282573899
871	0.3282410095
872	0.3282176581
873	0.3282022074
874	0.3281828505
875	0.3281644924
876	0.3281432695
877	0.328118955
878	0.3281039985
879	0.3280849173
880	0.3280649875
881	0.3280485218
882	0.3280307209
883	0.328015171
884	0.3280005876
885	0.3279699621
886	0.3279573726
887	0.3279530552
888	0.327930914
889	0.3279201514
890	0.327899235
891	0.3278800069
892	0.3278621868
893	0.3278489378
894	0.3278265586
895	0.3278083164
896	0.3277960979
897	0.3277793427
898	0.3277529602
899	0.3277212752
900	0.3277002692
901	0.3276753307
902	0.3276606586
903	0.3276364824
904	0.3276218499
905	0.327602951
906	0.3275841794
907	0.3275630476
908	0.3275458415
909	0.3275298325
910	0.3275044333
911	0.3274910413
912	0.3274806896
913	0.3274596221
914	0.3274312555
915	0.3274143846
916	0.3273977487
917	0.3273796856
918	0.3273620497
919	0.3273403897
920	0.3273234744
921	0.3273054259
922	0.3272822276
923	0.3272631866
924	0.3272418239
925	0.3272214678
926	0.3272007764
927	0.3271832944
928	0.3271671264
929	0.3271575935
930	0.3271444453
931	0.327121286
932	0.327103992
933	0.3270884959
934	0.3270729102
935	0.3270571195
936	0.3270394469
937	0.3270197963
938	0.3270119487
939	0.3269880563
940	0.3269653702
941	0.3269491374
942	0.3269298563
943	0.3269151881
944	0.3269050767
945	0.3268798437
946	0.3268634293
947	0.3268489095
948	0.326830125
949	0.3268127366
950	0.3267969371
951	0.3267832521
952	0.3267625831
953	0.3267435232
954	0.3267216747
955	0.3267029001
956	0.3266942552
957	0.3266648355
958	0.3266463593
959	0.3266314469
960	0.3266135994
961	0.3265910006
962	0.326583949
963	0.3265645958
964	0.3265397163
965	0.3265205216
966	0.3265074453
967	0.3264873354
968	0.3264658835
969	0.3264446265
970	0.3264300771
971	0.3264076936
972	0.3263895924
973	0.3263625393
974	0.3263364278
975	0.3263160172
976	0.3262975339
977	0.3262757337
978	0.3262487408
979	0.3262308331
980	0.3262047162
981	0.3261844658
982	0.3261671916
983	0.32614998
984	0.326131172
985	0.3261248174
986	0.3261041031
987	0.3260754948
988	0.3260647881
989	0.3260424712
990	0.3260339203
991	0.3260014914
992	0.3259807159
993	0.3259608669
994	0.3259378594
995	0.325921466
996	0.3259052768
997	0.3258870557
998	0.3258707806
999	0.3258537977
1000	0.3258343485
1001	0.3258229962
1002	0.3258010065
1003	0.3257840672
1004	0.3257668731
1005	0.3257431115
1006	0.3257217642
1007	0.325706507
1008	0.3256786267
1009	0.3256530931
1010	0.3256303785
1011	0.3256117822
1012	0.3255928355
1013	0.3255678677
1014	0.3255522845
1015	0.3255361024
1016	0.3255167511
1017	0.3255032868
1018	0.3254836566
1019	0.3254637341
1020	0.3254452833
1021	0.3254240881
1022	0.325405684
1023	0.3253862569
1024	0.325360311
1025	0.3253475268
1026	0.325330577
1027	0.3253109411
1028	0.3252926366
1029	0.3252777569
1030	0.3252524306
1031	0.325228704
1032	0.3252047059
1033	0.3251843467
1034	0.3251714572
1035	0.3251444229
1036	0.3251370654
1037	0.3251042195
1038	0.3250793205
1039	0.325054723
1040	0.3250302401
1041	0.3250111393
1042	0.32499492
1043	0.324970063
1044	0.3249568566
1045	0.3249364122
1046	0.3249148684
1047	0.3248971516
1048	0.324874361
1049	0.3248615808
1050	0.3248406268
1051	0.3248321398
1052	0.3248170257
1053	0.3248001369
1054	0.3247806717
1055	0.3247634223
1056	0.3247397124
1057	0.324722345
1058	0.3247087464
1059	0.3246859199
1060	0.324661364
1061	0.3246378672
1062	0.3246204166
1063	0.3246012755
1064	0.3245834001
1065	0.3245587393
1066	0.3245359973
1067	0.3245191147
1068	0.3244929561
1069	0.3244718951
1070	0.3244424556
1071	0.3244291856
1072	0.3244198215
1073	0.3244001084
1074	0.324378645
1075	0.3243550904
1076	0.3243336086
1077	0.3243187444
1078	0.3242962393
1079	0.3242806143
1080	0.324259492
1081	0.3242418195
1082	0.3242225868
1083	0.3242036137
1084	0.3241856766
1085	0.3241705949
1086	0.324158765
1087	0.324138674
1088	0.3241203675
1089	0.3241053685
1090	0.3240863183
1091	0.3240591975
1092	0.3240405871
1093	0.3240246043
1094	0.324005442
1095	0.3239874204
1096	0.323977771
1097	0.3239546273
1098	0.3239298178
1099	0.3239061475
1100	0.3238836711
1101	0.3238662828
1102	0.323843029
1103	0.3238184757
1104	0.3237982698
1105	0.3237784446
1106	0.3237504824
1107	0.3237286989
1108	0.3237074062
1109	0.3236894853
1110	0.3236646624
1111	0.3236435756
1112	0.323620307
1113	0.3235984073
1114	0.3235763601
1115	0.3235396603
1116	0.3235185054
1117	0.3234986281
1118	0.323473173
1119	0.3234608118
1120	0.3234448717
1121	0.3234297808
1122	0.323409431
1123	0.3233971316
1124	0.3233745774
1125	0.3233577095
1126	0.3233413478
1127	0.3233255161
1128	0.3232815149
1129	0.3232621945
1130	0.3232419109
1131	0.3232180419
1132	0.3232020376
1133	0.3231799268
1134	0.3231635746
1135	0.3231473272
1136	0.3231261798
1137	0.3231047461
1138	0.3230847755
1139	0.3230602187
1140	0.3230530336
1141	0.3230270365
1142	0.3230125632
1143	0.3229817475
1144	0.3229580747
1145	0.322949139
1146	0.3229354047
1147	0.3229092491
1148	0.3228880616
1149	0.3228610977
1150	0.3228480121
1151	0.3228259982
1152	0.322808863
1153	0.3227902625
1154	0.3227741511
1155	0.3227467462
1156	0.3227213911
1157	0.3226988222
1158	0.3226746359
1159	0.3226517722
1160	0.3226273533
1161	0.3226082097
1162	0.3225903586
1163	0.3225747373
1164	0.3225516258
1165	0.3225272888
1166	0.3225117127
1167	0.3224941938
1168	0.3224739335
1169	0.3224679546
1170	0.3224490662
1171	0.3224302489
1172	0.3224074617
1173	0.3223845059
1174	0.3223626486
1175	0.3223464916
1176	0.3223226103
1177	0.3222990296
1178	0.3222855988
1179	0.3222715186
1180	0.322252941
1181	0.3222382585
1182	0.3222106325
1183	0.3221825421
1184	0.3221625464
1185	0.3221421764
1186	0.322119371
1187	0.3221150131
1188	0.3220909541
1189	0.3220674827
1190	0.3220462488
1191	0.3220249951
1192	0.3220040092
1193	0.3219800432
1194	0.3219583238
1195	0.3219384992
1196	0.3219170355
1197	0.3219033
1198	0.3218779548
1199	0.3218535453
1200	0.3218434233
1201	0.321812268
1202	0.3217922552
1203	0.321766437
1204	0.3217413458
1205	0.3217155766
1206	0.3216871957
1207	0.3216710006
1208	0.3216525814
1209	0.3216340129
1210	0.3216047714
1211	0.3215838406
1212	0.3215609108
1213	0.3215429614
1214	0.3215257315
1215	0.3215001586
1216	0.3214727631
1217	0.3214518318
1218	0.3214300559
1219	0.3214026305
1220	0.3213808422
1221	0.3213701447
1222	0.321356161
1223	0.3213368334
1224	0.3213188445
1225	0.3212971231
1226	0.3212784574
1227	0.3212619841
1228	0.3212326013
1229	0.3212104973
1230	0.3211909085
1231	0.321169651
1232	0.3211447837
1233	0.3211157791
1234	0.3211020232
1235	0.3210838351
1236	0.3210616848
1237	0.3210450908
1238	0.3210214048
1239	0.320994966
1240	0.3209750104
1241	0.3209505977
1242	0.3209215266
1243	0.320900065
1244	0.3208751683
1245	0.3208500956
1246	0.3208320716
1247	0.3208215747
1248	0.3207953872
1249	0.3207760472
1250	0.3207502964
1251	0.3207261314
1252	0.3207014428
1253	0.3206809298
1254	0.320649951
1255	0.3206248384
1256	0.3205970055
1257	0.3205740786
1258	0.3205466912
1259	0.3205286707
1260	0.3205078503
1261	0.320481092
1262	0.3204598879
1263	0.3204317977
1264	0.320402391
1265	0.3203773812
1266	0.3203584164
1267	0.3203309778
1268	0.3203064204
1269	0.3202799998
1270	0.3202550438
1271	0.3202387137
1272	0.3202249014
1273	0.3201966526
1274	0.3201721887
1275	0.3201477744
1276	0.3201255275
1277	0.3200993708
1278	0.3200796282
1279	0.3200560953
1280	0.3200373373
1281	0.3200167262
1282	0.3199930903
1283	0.3199713501
1284	0.3199534945
1285	0.3199375481
1286	0.3199219859
1287	0.3198977082
1288	0.3198731592
1289	0.3198495492
1290	0.3198266784
1291	0.3198055264
1292	0.3197777439
1293	0.3197545966
1294	0.3197361106
1295	0.3197126829
1296	0.3196882143
1297	0.319660268
1298	0.3196402007
1299	0.3196205991
1300	0.3196043685
1301	0.3195776424
1302	0.3195631653
1303	0.3195368986
1304	0.3195176081
1305	0.3195004613
1306	0.3194813105
1307	0.3194500456
1308	0.3194385247
1309	0.3194169003
1310	0.3193872233
1311	0.3193719205
1312	0.3193624226
1313	0.3193424792
1314	0.3193244306
1315	0.3193020142
1316	0.3192749774
1317	0.3192625171
1318	0.3192415009
1319	0.3192190839
1320	0.3191921434
1321	0.3191670754
1322	0.3191422168
1323	0.3191262119
1324	0.3191034153
1325	0.3190815056
1326	0.3190555336
1327	0.3190359549
1328	0.3190195791
1329	0.3189985276
1330	0.3189921745
1331	0.3189671476
1332	0.3189468996
1333	0.3189347975
1334	0.3189097808
1335	0.3188900162
1336	0.3188682412
1337	0.3188435046
1338	0.3188277215
1339	0.3188110383
1340	0.3187847131
1341	0.3187622477
1342	0.3187465472
1343	0.3187202848
1344	0.3187046526
1345	0.3186842325
1346	0.3186580667
1347	0.318642798
1348	0.3186243108
1349	0.3185988768
1350	0.3185781454
1351	0.3185554767
1352	0.3185329815
1353	0.318513391
1354	0.3184928114
1355	0.3184754172
1356	0.3184560225
1357	0.3184389989
1358	0.3184221858
1359	0.3183985034
1360	0.3183798055
1361	0.3183564917
1362	0.3183393478
1363	0.3183240726
1364	0.3182994435
1365	0.3182805739
1366	0.3182650693
1367	0.3182455707
1368	0.3182319666
1369	0.3182207111
1370	0.3182005054
1371	0.3181738122
1372	0.3181517612
1373	0.3181226437
1374	0.3180953058
1375	0.3180725961
1376	0.3180493874
1377	0.3180265899
1378	0.3180003372
1379	0.3179741784
1380	0.3179530421
1381	0.3179322261
1382	0.3179144907
1383	0.3178862901
1384	0.3178634539
1385	0.3178448667
1386	0.3178268035
1387	0.3178045538
1388	0.3177820505
1389	0.3177629769
1390	0.3177389266
1391	0.3177243509
1392	0.317698806
1393	0.3176836593
1394	0.3176647014
1395	0.3176446177
1396	0.3176240164
1397	0.3176026514
1398	0.317579597
1399	0.3175633599
1400	0.317541787
1401	0.3175191116
1402	0.3174957306
1403	0.3174799072
1404	0.3174602416
1405	0.3174533292
1406	0.317431972
1407	0.3174147455
1408	0.317397061
1409	0.3173699249
1410	0.3173468775
1411	0.3173254064
1412	0.3173059193
1413	0.3172992032
1414	0.317279534
1415	0.3172576179
1416	0.317234498
1417	0.3172104281
1418	0.3171894957
1419	0.3171653073
1420	0.3171403067
1421	0.317121146
1422	0.317102391
1423	0.3170842581
1424	0.3170603392
1425	0.3170415783
1426	0.3170192359
1427	0.3169937778
1428	0.3169691699
1429	0.3169654598
1430	0.3169418522
1431	0.3169189568
1432	0.316901042
1433	0.3168848461
1434	0.3168651408
1435	0.3168419188
1436	0.3168268041
1437	0.3168058196
1438	0.3167897187
1439	0.3167636645
1440	0.3167406099
1441	0.3167234383
1442	0.3167008242
1443	0.3166865436
1444	0.3166781707
1445	0.3166543068
1446	0.3166343838
1447	0.3166120234
1448	0.3165964268
1449	0.3165694425
1450	0.3165506159
1451	0.3165259944
1452	0.3165045922
1453	0.3164844684
1454	0.3164659497
1455	0.3164450012
1456	0.3164224597
1457	0.3164040427
1458	0.3163788279
1459	0.3163548625
1460	0.3163392582
1461	0.3163207564
1462	0.3163015139
1463	0.3162840668
1464	0.3162643437
1465	0.3162496433
1466	0.3162297751
1467	0.316210997
1468	0.3161895784
1469	0.3161648472
1470	0.3161440331
1471	0.3161231621
1472	0.3161019411
1473	0.316087194
1474	0.3160658471
1475	0.3160463606
1476	0.3160250571
1477	0.3160033993
1478	0.3159814631
1479	0.3159553399
1480	0.315935628
1481	0.315924158
1482	0.3159047286
1483	0.3158780763
1484	0.3158615443
1485	0.3158380059
1486	0.315821045
1487	0.3157958626
1488	0.3157696118
1489	0.3157492455
1490	0.3157281465
1491	0.3157203999
1492	0.315706634
1493	0.3156793748
1494	0.3156569852
1495	0.3156361838
1496	0.3156139968
1497	0.3156050447
1498	0.3155798361
1499	0.3155599719
