iter	Passed	Remaining
512	29569	114533
513	29660	114602
514	29749	114664
515	29796	114568
516	29851	114498
517	29901	114410
518	29956	114341
519	30002	114240
520	30049	114141
521	30095	114039
522	30198	114154
523	30245	114054
524	30291	113954
525	30346	113886
526	30438	113954
527	30484	113854
528	30542	113796
529	30604	113757
530	30692	113810
531	30738	113711
532	30786	113616
533	30844	113559
534	30930	113603
535	30975	113498
536	31033	113444
537	31084	113361
538	31151	113335
539	31194	113225
540	31240	113124
541	31302	113081
542	31383	113108
543	31429	113005
544	31472	112897
545	31523	112816
546	31609	112857
547	31656	112760
548	31701	112659
549	31759	112603
550	31830	112592
551	31873	112482
552	31920	112386
553	31970	112299
554	32055	112339
555	32104	112250
556	32148	112145
557	32209	112096
558	32310	112189
559	32353	112082
560	32398	111978
561	32461	111939
562	32531	111924
563	32577	111826
564	32620	111717
565	32670	111632
566	32788	111780
567	32833	111680
568	32891	111624
569	32941	111538
570	33010	111520
571	33055	111417
572	33098	111310
573	33159	111262
574	33248	111310
575	33297	111221
576	33341	111118
577	33412	111105
578	33488	111106
579	33545	111045
580	33590	110946
581	33652	110902
582	33744	110957
583	33787	110850
584	33832	110751
585	33877	110651
586	33966	110695
587	34020	110623
588	34066	110528
589	34134	110502
590	34205	110487
591	34251	110392
592	34297	110294
593	34353	110232
594	34434	110249
595	34480	110152
596	34526	110058
597	34572	109961
598	34673	110041
599	34731	109984
600	34781	109898
601	34834	109825
602	34897	109784
603	34943	109690
604	34989	109596
605	35050	109546
606	35121	109530
607	35177	109465
608	35224	109374
609	35273	109290
610	35359	109317
611	35405	109223
612	35450	109128
613	35505	109061
614	35582	109062
615	35637	108996
616	35682	108898
617	35736	108828
618	35821	108853
619	35867	108759
620	35938	108740
621	35985	108649
622	36057	108634
623	36112	108568
624	36161	108483
625	36209	108398
626	36296	108426
627	36344	108338
628	36392	108251
629	36449	108190
630	36535	108215
631	36579	108117
632	36635	108054
633	36683	107966
634	36788	108049
635	36836	107961
636	36885	107877
637	36942	107816
638	37029	107843
639	37074	107746
640	37118	107649
641	37194	107643
642	37265	107623
643	37309	107524
644	37354	107431
645	37409	107363
646	37487	107363
647	37531	107266
648	37580	107181
649	37640	107131
650	37709	107105
651	37758	107020
652	37805	106932
653	37863	106875
654	37933	106850
655	37978	106756
656	38024	106664
657	38072	106579
658	38142	106556
659	38187	106461
660	38245	106403
661	38293	106319
662	38364	106297
663	38408	106203
664	38454	106112
665	38516	106066
666	38586	106039
667	38630	105945
668	38673	105846
669	38736	105802
670	38826	105832
671	38873	105744
672	38919	105655
673	38982	105610
674	39064	105618
675	39135	105595
676	39181	105505
677	39231	105427
678	39317	105445
679	39362	105351
680	39408	105261
681	39472	105221
682	39556	105233
683	39611	105168
684	39658	105080
685	39709	105005
686	39794	105018
687	39841	104930
688	39886	104839
689	39933	104752
690	40019	104769
691	40065	104678
692	40110	104589
693	40155	104497
694	40225	104471
695	40282	104410
696	40326	104317
697	40376	104239
698	40445	104210
699	40493	104126
700	40543	104047
701	40597	103981
702	40670	103961
703	40728	103904
704	40775	103818
705	40824	103738
706	40891	103702
707	40936	103613
708	40984	103530
709	41049	103490
710	41132	103496
711	41178	103407
712	41232	103341
713	41313	103341
714	41384	103316
715	41428	103225
716	41477	103143
717	41533	103082
718	41640	103144
719	41697	103085
720	41745	103002
721	41795	102925
722	41863	102893
723	41909	102806
724	41962	102735
725	42015	102665
726	42087	102643
727	42133	102555
728	42179	102470
729	42239	102415
730	42313	102398
731	42361	102316
732	42412	102242
733	42470	102183
734	42544	102165
735	42594	102087
736	42643	102008
737	42700	101949
738	42752	101876
739	42806	101809
740	42855	101732
741	42909	101663
742	42973	101620
743	43018	101532
744	43091	101511
745	43143	101438
746	43213	101409
747	43273	101356
748	43330	101298
749	43395	101257
750	43484	101270
751	43530	101184
752	43575	101097
753	43636	101047
754	43754	101127
755	43800	101041
756	43847	100959
757	43909	100910
758	44005	100939
759	44050	100852
760	44097	100769
761	44142	100681
762	44213	100654
763	44259	100569
764	44304	100482
765	44353	100403
766	44419	100364
767	44489	100333
768	44537	100251
769	44586	100175
770	44657	100147
771	44723	100106
772	44776	100038
773	44835	99981
774	44911	99965
775	44979	99929
776	45028	99851
777	45090	99801
778	45165	99780
779	45215	99707
780	45281	99665
781	45329	99585
782	45416	99592
783	45479	99544
784	45525	99459
785	45582	99400
786	45651	99365
787	45719	99329
788	45780	99278
789	45834	99211
790	45932	99240
791	45990	99180
792	46035	99095
793	46092	99034
794	46161	99000
795	46209	98921
796	46257	98840
797	46316	98785
798	46414	98812
799	46462	98732
800	46509	98651
801	46567	98593
802	46669	98628
803	46720	98554
804	46766	98471
805	46823	98411
806	46892	98376
807	46937	98289
808	47001	98245
809	47056	98178
810	47130	98155
811	47176	98071
812	47233	98011
813	47284	97938
814	47370	97938
815	47417	97855
816	47462	97771
817	47522	97717
818	47594	97687
819	47664	97653
820	47715	97581
821	47786	97548
822	47895	97595
823	47942	97514
824	47990	97434
825	48041	97362
826	48133	97373
827	48178	97288
828	48222	97201
829	48271	97124
830	48368	97144
831	48414	97062
832	48459	96977
833	48506	96897
834	48578	96866
835	48626	96788
836	48683	96727
837	48732	96650
838	48804	96620
839	48850	96537
840	48898	96459
841	48950	96388
842	49024	96362
843	49071	96282
844	49117	96200
845	49162	96117
846	49234	96085
847	49280	96003
848	49330	95929
849	49400	95894
850	49487	95893
851	49533	95812
852	49580	95731
853	49639	95675
854	49711	95644
855	49765	95578
856	49812	95497
857	49857	95414
858	49949	95421
859	49997	95344
860	50045	95266
861	50116	95233
862	50184	95194
863	50230	95112
864	50277	95032
865	50325	94956
866	50392	94914
867	50440	94838
868	50498	94778
869	50548	94705
870	50630	94691
871	50690	94637
872	50738	94560
873	50782	94476
874	50868	94470
875	50927	94413
876	50975	94335
877	51033	94278
878	51126	94285
879	51172	94204
880	51222	94131
881	51278	94068
882	51349	94033
883	51395	93953
884	51441	93872
885	51499	93815
886	51570	93780
887	51623	93713
888	51672	93638
889	51726	93573
890	51803	93548
891	51848	93467
892	51894	93386
893	51942	93310
894	52009	93267
895	52055	93188
896	52100	93106
897	52163	93057
898	52248	93048
899	52294	92968
900	52341	92889
901	52388	92811
902	52456	92772
903	52501	92691
904	52547	92611
905	52610	92561
906	52696	92552
907	52751	92488
908	52798	92411
909	52849	92341
910	52915	92296
911	52961	92217
912	53005	92134
913	53060	92072
914	53132	92038
915	53179	91961
916	53225	91882
917	53287	91831
918	53388	91846
919	53435	91769
920	53491	91708
921	53556	91661
922	53648	91661
923	53700	91593
924	53747	91515
925	53796	91442
926	53866	91405
927	53923	91345
928	53971	91268
929	54019	91193
930	54107	91186
931	54156	91112
932	54201	91033
933	54260	90975
934	54328	90934
935	54374	90857
936	54422	90780
937	54468	90703
938	54535	90659
939	54580	90579
940	54629	90507
941	54678	90434
942	54743	90387
943	54800	90327
944	54850	90256
945	54901	90187
946	54982	90166
947	55027	90087
948	55072	90007
949	55121	89935
950	55193	89899
951	55239	89822
952	55290	89752
953	55338	89679
954	55431	89676
955	55476	89598
956	55533	89538
957	55583	89466
958	55669	89453
959	55715	89376
960	55761	89299
961	55809	89225
962	55875	89180
963	55922	89104
964	55969	89029
965	56028	88973
966	56096	88930
967	56141	88851
968	56186	88773
969	56232	88697
970	56315	88678
971	56362	88602
972	56404	88520
973	56470	88473
974	56542	88438
975	56605	88388
976	56655	88317
977	56716	88263
978	56779	88213
979	56836	88155
980	56880	88075
981	56944	88025
982	57023	88000
983	57069	87923
984	57114	87846
985	57159	87768
986	57231	87732
987	57278	87656
988	57323	87579
989	57399	87549
990	57487	87536
991	57532	87459
992	57593	87404
993	57653	87349
994	57712	87293
995	57763	87225
996	57811	87151
997	57864	87085
998	57933	87045
999	57979	86968
1000	58024	86891
1001	58080	86831
1002	58181	86836
1003	58227	86760
1004	58276	86689
1005	58326	86619
1006	58394	86576
1007	58440	86501
1008	58487	86426
1009	58549	86374
1010	58634	86357
1011	58692	86298
1012	58737	86221
1013	58785	86149
1014	58873	86135
1015	58919	86060
1016	58965	85983
1017	59026	85930
1018	59114	85915
1019	59186	85878
1020	59231	85801
1021	59285	85737
1022	59364	85709
1023	59414	85640
1024	59460	85565
1025	59522	85512
1026	59591	85470
1027	59639	85398
1028	59685	85322
1029	59744	85266
1030	59828	85245
1031	59884	85184
1032	59929	85107
1033	59982	85043
1034	60051	85001
1035	60099	84927
1036	60150	84860
1037	60205	84797
1038	60289	84776
1039	60335	84702
1040	60383	84630
1041	60440	84570
1042	60510	84528
1043	60580	84487
1044	60625	84411
1045	60675	84342
1046	60785	84355
1047	60832	84283
1048	60881	84212
1049	60957	84179
1050	61050	84169
1051	61101	84101
1052	61149	84029
1053	61213	83979
1054	61296	83956
1055	61343	83881
1056	61388	83806
1057	61451	83755
1058	61537	83735
1059	61585	83663
1060	61631	83588
1061	61690	83531
1062	61761	83490
1063	61832	83450
1064	61877	83374
1065	61923	83300
1066	61998	83265
1067	62044	83190
1068	62089	83115
1069	62151	83061
1070	62240	83045
1071	62286	82971
1072	62333	82898
1073	62379	82824
1074	62442	82772
1075	62489	82699
1076	62538	82629
1077	62595	82569
1078	62668	82531
1079	62715	82459
1080	62769	82395
1081	62815	82322
1082	62909	82311
1083	62954	82235
1084	63002	82165
1085	63064	82111
1086	63143	82080
1087	63188	82005
1088	63233	81930
1089	63276	81853
1090	63365	81835
1091	63412	81762
1092	63471	81705
1093	63517	81632
1094	63591	81595
1095	63646	81532
1096	63695	81463
1097	63753	81404
1098	63845	81390
1099	63890	81315
1100	63937	81242
1101	63997	81187
1102	64069	81146
1103	64115	81073
1104	64161	81000
1105	64208	80928
1106	64275	80881
1107	64336	80826
1108	64382	80753
1109	64445	80701
1110	64513	80656
1111	64579	80608
1112	64626	80536
1113	64682	80476
1114	64769	80453
1115	64817	80382
1116	64877	80327
1117	64937	80271
1118	65005	80225
1119	65052	80153
1120	65100	80083
1121	65160	80027
1122	65243	80000
1123	65300	79940
1124	65348	79870
1125	65397	79801
1126	65471	79761
1127	65539	79716
1128	65583	79641
1129	65637	79578
1130	65723	79554
1131	65804	79523
1132	65852	79453
1133	65924	79411
1134	65994	79367
1135	66041	79296
1136	66088	79224
1137	66147	79167
1138	66216	79122
1139	66262	79050
1140	66321	78993
1141	66370	78923
1142	66439	78878
1143	66484	78805
1144	66542	78747
1145	66592	78678
1146	66662	78634
1147	66709	78564
1148	66756	78493
1149	66816	78436
1150	66883	78388
1151	66929	78317
1152	66975	78244
1153	67022	78173
1154	67108	78147
1155	67164	78087
1156	67211	78016
1157	67272	77961
1158	67344	77919
1159	67394	77852
1160	67443	77783
1161	67502	77727
1162	67569	77678
1163	67615	77607
1164	67662	77536
1165	67724	77482
1166	67791	77434
1167	67851	77378
1168	67896	77305
1169	67947	77239
1170	68016	77194
1171	68060	77120
1172	68109	77051
1173	68169	76995
1174	68237	76948
1175	68283	76877
1176	68329	76805
1177	68409	76771
1178	68478	76725
1179	68532	76663
1180	68578	76591
1181	68630	76527
1182	68699	76481
1183	68747	76411
1184	68804	76352
1185	68863	76296
1186	68938	76256
1187	68991	76192
1188	69043	76127
1189	69095	76062
1190	69163	76016
1191	69211	75946
1192	69259	75877
1193	69314	75816
1194	69383	75770
1195	69442	75712
1196	69491	75645
1197	69553	75591
1198	69625	75548
1199	69680	75487
1200	69727	75416
1201	69780	75353
1202	69863	75322
1203	69920	75262
1204	69968	75194
1205	70013	75122
1206	70103	75098
1207	70149	75027
1208	70195	74956
1209	70269	74915
1210	70354	74886
1211	70410	74826
1212	70459	74757
1213	70508	74689
1214	70594	74661
1215	70641	74592
1216	70690	74523
1217	70736	74452
1218	70815	74417
1219	70871	74356
1220	70918	74286
1221	70969	74222
1222	71039	74176
1223	71093	74113
1224	71139	74043
1225	71200	73988
1226	71261	73932
1227	71307	73862
1228	71352	73791
1229	71398	73720
1230	71468	73675
1231	71518	73607
1232	71566	73540
1233	71621	73478
1234	71691	73433
1235	71747	73372
1236	71794	73303
1237	71859	73252
1238	71962	73239
1239	72008	73170
1240	72055	73100
1241	72111	73040
1242	72198	73011
1243	72242	72939
1244	72293	72873
1245	72365	72830
1246	72464	72813
1247	72511	72743
1248	72557	72673
1249	72605	72605
1250	72694	72578
1251	72740	72508
1252	72796	72447
1253	72845	72381
1254	72915	72334
1255	72971	72274
1256	73018	72205
1257	73099	72169
1258	73186	72140
1259	73232	72070
1260	73277	71999
1261	73338	71944
1262	73407	71896
1263	73457	71829
1264	73506	71762
1265	73562	71703
1266	73647	71670
1267	73707	71614
1268	73755	71546
1269	73799	71475
1270	73869	71428
1271	73915	71358
1272	73961	71289
1273	74020	71232
1274	74092	71187
1275	74139	71117
1276	74185	71048
1277	74262	71008
1278	74331	70961
1279	74378	70891
1280	74424	70822
1281	74485	70767
1282	74553	70718
1283	74600	70649
1284	74659	70592
1285	74706	70523
1286	74783	70483
1287	74831	70416
1288	74875	70344
1289	74922	70276
1290	74999	70235
1291	75047	70168
1292	75095	70100
1293	75141	70031
1294	75220	69993
1295	75266	69923
1296	75312	69854
1297	75372	69798
1298	75463	69770
1299	75510	69701
1300	75557	69633
1301	75643	69601
1302	75748	69586
1303	75794	69517
1304	75838	69446
1305	75899	69390
1306	75968	69342
1307	76013	69272
1308	76061	69205
1309	76110	69138
1310	76180	69091
1311	76229	69025
1312	76279	68959
1313	76332	68896
1314	76400	68847
1315	76449	68781
1316	76502	68718
1317	76562	68661
1318	76674	68652
1319	76724	68587
1320	76773	68520
1321	76829	68460
1322	76897	68411
1323	76968	68364
1324	77017	68298
1325	77099	68261
1326	77226	68264
1327	77272	68195
1328	77319	68127
1329	77391	68081
1330	77499	68066
1331	77549	68001
1332	77595	67932
1333	77645	67867
1334	77721	67824
1335	77766	67755
1336	77812	67685
1337	77859	67617
1338	77931	67571
1339	77975	67501
1340	78021	67432
1341	78084	67378
1342	78168	67342
1343	78217	67276
1344	78264	67208
1345	78322	67150
1346	78411	67118
1347	78458	67050
1348	78506	66983
1349	78550	66913
1350	78614	66860
1351	78661	66792
1352	78708	66724
1353	78764	66664
1354	78831	66614
1355	78877	66545
1356	78929	66482
1357	78987	66424
1358	79072	66388
1359	79120	66321
1360	79165	66252
1361	79227	66197
1362	79297	66148
1363	79345	66082
1364	79407	66027
1365	79470	65973
1366	79537	65922
1367	79591	65860
1368	79635	65790
1369	79681	65722
1370	79774	65693
1371	79820	65625
1372	79869	65559
1373	79927	65500
1374	79981	65439
1375	80026	65370
1376	80077	65306
1377	80136	65248
1378	80223	65214
1379	80278	65153
1380	80325	65086
1381	80374	65020
1382	80431	64961
1383	80476	64892
1384	80532	64832
1385	80582	64768
1386	80652	64719
1387	80697	64650
1388	80744	64583
1389	80824	64543
1390	80887	64488
1391	80945	64430
1392	80990	64362
1393	81043	64299
1394	81112	64250
1395	81168	64190
1396	81214	64122
1397	81267	64060
1398	81336	64011
1399	81384	63945
1400	81432	63879
1401	81495	63824
1402	81565	63775
1403	81611	63707
1404	81657	63640
1405	81727	63591
1406	81801	63546
1407	81847	63478
1408	81891	63409
1409	81956	63356
1410	82041	63318
1411	82085	63250
1412	82132	63183
1413	82193	63127
1414	82275	63087
1415	82332	63028
1416	82380	62962
1417	82439	62905
1418	82513	62859
1419	82559	62791
1420	82606	62725
1421	82652	62657
1422	82734	62617
1423	82780	62550
1424	82825	62482
1425	82905	62440
1426	82975	62391
1427	83021	62323
1428	83067	62257
1429	83128	62201
1430	83199	62152
1431	83246	62085
1432	83290	62017
1433	83372	61977
1434	83440	61925
1435	83500	61869
1436	83546	61802
1437	83607	61746
1438	83694	61709
1439	83740	61642
1440	83797	61582
1441	83841	61515
1442	83934	61482
1443	83979	61414
1444	84025	61347
1445	84067	61277
1446	84157	61242
1447	84203	61175
1448	84255	61112
1449	84310	61052
1450	84382	61004
1451	84431	60939
1452	84477	60872
1453	84540	60817
1454	84617	60773
1455	84665	60707
1456	84710	60640
1457	84756	60573
1458	84823	60521
1459	84872	60456
1460	84919	60391
1461	84977	60332
1462	85062	60293
1463	85116	60233
1464	85162	60165
1465	85212	60102
1466	85296	60062
1467	85344	59996
1468	85392	59931
1469	85453	59875
1470	85537	59835
1471	85583	59768
1472	85628	59701
1473	85691	59646
1474	85759	59595
1475	85807	59530
1476	85859	59468
1477	85909	59403
1478	85977	59353
1479	86051	59305
1480	86096	59238
1481	86169	59190
1482	86232	59135
1483	86282	59071
1484	86328	59005
1485	86376	58940
1486	86455	58896
1487	86515	58839
1488	86562	58773
1489	86625	58719
1490	86694	58668
1491	86741	58602
1492	86789	58537
1493	86847	58479
1494	86932	58439
1495	86979	58373
1496	87025	58307
1497	87088	58252
1498	87166	58207
1499	87214	58142
1500	87260	58076
1501	87326	58023
1502	87398	57975
1503	87446	57909
1504	87491	57842
1505	87551	57786
1506	87635	57745
1507	87684	57680
1508	87730	57615
1509	87802	57565
1510	87888	57526
1511	87934	57460
1512	87979	57392
1513	88041	57337
1514	88113	57288
1515	88157	57220
1516	88204	57155
1517	88265	57099
1518	88353	57060
1519	88404	56997
1520	88451	56932
1521	88502	56869
1522	88573	56819
1523	88621	56754
1524	88668	56689
1525	88725	56630
1526	88810	56589
1527	88856	56524
1528	88901	56457
1529	88983	56414
1530	89050	56362
1531	89098	56296
1532	89143	56230
1533	89217	56182
1534	89290	56133
1535	89336	56067
1536	89383	56003
1537	89442	55945
1538	89513	55894
1539	89559	55829
1540	89606	55763
1541	89655	55700
1542	89724	55649
1543	89770	55583
1544	89816	55517
1545	89903	55477
1546	89995	55440
1547	90042	55374
1548	90088	55309
1549	90148	55252
1550	90216	55200
1551	90273	55141
1552	90321	55076
1553	90371	55013
1554	90440	54962
1555	90486	54896
1556	90533	54831
1557	90578	54765
1558	90673	54729
1559	90721	54665
1560	90781	54608
1561	90828	54543
1562	90950	54523
1563	90995	54457
1564	91041	54392
1565	91088	54327
1566	91165	54280
1567	91211	54214
1568	91257	54149
1569	91320	54094
1570	91387	54041
1571	91445	53982
1572	91490	53917
1573	91554	53862
1574	91643	53822
1575	91688	53756
1576	91745	53697
1577	91794	53633
1578	91881	53592
1579	91926	53526
1580	91985	53468
1581	92034	53405
1582	92113	53359
1583	92160	53294
1584	92206	53229
1585	92249	53162
1586	92344	53125
1587	92395	53063
1588	92442	52998
1589	92499	52940
1590	92615	52914
1591	92664	52851
1592	92712	52787
1593	92768	52727
1594	92857	52687
1595	92911	52626
1596	92958	52562
1597	93005	52497
1598	93076	52446
1599	93121	52380
1600	93164	52314
1601	93229	52259
1602	93317	52218
1603	93363	52153
1604	93409	52088
1605	93467	52029
1606	93539	51979
1607	93591	51917
1608	93637	51852
1609	93689	51791
1610	93760	51739
1611	93805	51674
1612	93863	51616
1613	93912	51553
1614	93983	51502
1615	94030	51437
1616	94104	51387
1617	94166	51331
1618	94235	51279
1619	94284	51216
1620	94332	51152
1621	94376	51086
1622	94441	51032
1623	94489	50968
1624	94534	50903
1625	94610	50854
1626	94697	50812
1627	94746	50748
1628	94791	50683
1629	94853	50627
1630	94937	50582
1631	94985	50519
1632	95029	50453
1633	95075	50388
1634	95140	50334
1635	95201	50277
1636	95247	50212
1637	95312	50158
1638	95378	50104
1639	95422	50038
1640	95482	49981
1641	95557	49932
1642	95648	49891
1643	95691	49824
1644	95743	49763
1645	95802	49705
1646	95874	49654
1647	95935	49597
1648	95993	49539
1649	96042	49476
1650	96128	49432
1651	96174	49367
1652	96219	49303
1653	96284	49248
1654	96369	49203
1655	96415	49139
1656	96460	49074
1657	96537	49025
1658	96623	48981
1659	96669	48917
1660	96715	48852
1661	96779	48797
1662	96847	48744
1663	96894	48680
1664	96939	48615
