iter	Passed	Remaining
1665	97000	48558
1666	97069	48505
1667	97133	48450
1668	97180	48386
1669	97235	48326
1670	97306	48274
1671	97351	48209
1672	97398	48146
1673	97443	48081
1674	97522	48033
1675	97578	47974
1676	97624	47909
1677	97702	47861
1678	97771	47808
1679	97819	47745
1680	97875	47685
1681	97925	47623
1682	98012	47579
1683	98060	47516
1684	98105	47451
1685	98165	47394
1686	98234	47341
1687	98282	47278
1688	98329	47214
1689	98387	47156
1690	98474	47111
1691	98531	47052
1692	98575	46987
1693	98619	46922
1694	98712	46881
1695	98759	46817
1696	98805	46753
1697	98866	46696
1698	98936	46644
1699	98982	46579
1700	99041	46521
1701	99092	46460
1702	99158	46405
1703	99204	46342
1704	99256	46280
1705	99312	46221
1706	99381	46168
1707	99430	46105
1708	99485	46046
1709	99535	45984
1710	99605	45931
1711	99652	45868
1712	99700	45805
1713	99760	45747
1714	99860	45708
1715	99919	45650
1716	99964	45586
1717	100015	45524
1718	100085	45472
1719	100132	45408
1720	100178	45345
1721	100224	45281
1722	100294	45228
1723	100349	45168
1724	100396	45105
1725	100447	45044
1726	100512	44989
1727	100561	44926
1728	100611	44864
1729	100670	44806
1730	100753	44759
1731	100798	44695
1732	100847	44633
1733	100906	44575
1734	100962	44516
1735	101008	44453
1736	101054	44389
1737	101113	44331
1738	101199	44285
1739	101246	44222
1740	101293	44159
1741	101354	44102
1742	101439	44056
1743	101496	43997
1744	101543	43934
1745	101602	43876
1746	101678	43825
1747	101722	43761
1748	101771	43699
1749	101819	43637
1750	101910	43592
1751	101954	43528
1752	102000	43465
1753	102072	43412
1754	102141	43359
1755	102190	43297
1756	102241	43235
1757	102295	43175
1758	102349	43115
1759	102396	43053
1760	102454	42994
1761	102519	42939
1762	102603	42892
1763	102651	42829
1764	102698	42766
1765	102758	42709
1766	102843	42662
1767	102901	42604
1768	102948	42541
1769	102998	42479
1770	103067	42425
1771	103115	42363
1772	103160	42299
1773	103222	42243
1774	103317	42200
1775	103365	42137
1776	103410	42074
1777	103470	42016
1778	103556	41969
1779	103602	41906
1780	103656	41846
1781	103708	41786
1782	103778	41732
1783	103821	41668
1784	103868	41605
1785	103913	41541
1786	103986	41489
1787	104032	41426
1788	104080	41364
1789	104136	41305
1790	104204	41251
1791	104260	41192
1792	104310	41130
1793	104358	41068
1794	104442	41020
1795	104488	40957
1796	104535	40895
1797	104607	40842
1798	104704	40799
1799	104758	40739
1800	104801	40675
1801	104862	40618
1802	104931	40564
1803	104976	40500
1804	105024	40438
1805	105083	40380
1806	105178	40336
1807	105237	40278
1808	105282	40215
1809	105340	40157
1810	105408	40102
1811	105455	40040
1812	105503	39978
1813	105569	39923
1814	105641	39870
1815	105686	39806
1816	105732	39744
1817	105786	39684
1818	105865	39634
1819	105922	39575
1820	105981	39517
1821	106061	39467
1822	106133	39414
1823	106178	39351
1824	106225	39288
1825	106283	39230
1826	106356	39177
1827	106405	39116
1828	106450	39053
1829	106522	38999
1830	106626	38958
1831	106681	38899
1832	106729	38837
1833	106793	38780
1834	106864	38727
1835	106912	38665
1836	106958	38602
1837	107034	38551
1838	107102	38496
1839	107150	38434
1840	107197	38372
1841	107269	38318
1842	107341	38265
1843	107397	38206
1844	107444	38144
1845	107507	38087
1846	107594	38039
1847	107639	37976
1848	107684	37913
1849	107731	37851
1850	107800	37797
1851	107848	37735
1852	107894	37672
1853	107972	37621
1854	108041	37566
1855	108088	37504
1856	108133	37442
1857	108199	37386
1858	108291	37339
1859	108339	37278
1860	108401	37220
1861	108462	37163
1862	108586	37128
1863	108634	37066
1864	108680	37003
1865	108768	36955
1866	108856	36907
1867	108904	36845
1868	108947	36782
1869	109004	36723
1870	109095	36676
1871	109140	36613
1872	109186	36550
1873	109242	36492
1874	109312	36437
1875	109358	36375
1876	109405	36313
1877	109481	36260
1878	109568	36211
1879	109615	36149
1880	109661	36087
1881	109751	36039
1882	109837	35990
1883	109884	35928
1884	109930	35865
1885	109990	35808
1886	110060	35753
1887	110104	35690
1888	110150	35628
1889	110216	35572
1890	110282	35516
1891	110339	35457
1892	110383	35395
1893	110430	35333
1894	110506	35280
1895	110550	35217
1896	110598	35155
1897	110659	35098
1898	110744	35048
1899	110792	34986
1900	110838	34924
1901	110900	34867
1902	110966	34812
1903	111023	34753
1904	111068	34690
1905	111111	34627
1906	111209	34581
1907	111255	34519
1908	111302	34457
1909	111357	34398
1910	111446	34349
1911	111500	34289
1912	111545	34227
1913	111611	34171
1914	111714	34126
1915	111797	34075
1916	111848	34015
1917	111916	33960
1918	112017	33914
1919	112071	33854
1920	112118	33793
1921	112171	33733
1922	112272	33687
1923	112320	33625
1924	112368	33564
1925	112421	33504
1926	112508	33454
1927	112553	33392
1928	112600	33330
1929	112674	33277
1930	112763	33227
1931	112811	33165
1932	112871	33108
1933	112929	33049
1934	112999	32994
1935	113047	32933
1936	113093	32871
1937	113168	32817
1938	113272	32772
1939	113320	32711
1940	113367	32649
1941	113439	32595
1942	113513	32541
1943	113570	32482
1944	113616	32420
1945	113663	32358
1946	113750	32308
1947	113794	32245
1948	113842	32184
1949	113904	32126
1950	113969	32070
1951	114017	32009
1952	114064	31947
1953	114122	31888
1954	114196	31834
1955	114242	31772
1956	114288	31711
1957	114346	31652
1958	114417	31597
1959	114467	31537
1960	114514	31475
1961	114561	31413
1962	114640	31361
1963	114686	31299
1964	114742	31240
1965	114793	31179
1966	114895	31133
1967	114941	31071
1968	114987	31009
1969	115047	30951
1970	115115	30896
1971	115165	30835
1972	115224	30777
1973	115284	30719
1974	115359	30665
1975	115404	30603
1976	115448	30540
1977	115520	30486
1978	115619	30438
1979	115665	30376
1980	115712	30315
1981	115762	30254
1982	115835	30200
1983	115880	30138
1984	115941	30080
1985	116000	30022
1986	116069	29966
1987	116115	29905
1988	116165	29844
1989	116239	29790
1990	116336	29741
1991	116381	29679
1992	116427	29617
1993	116480	29558
1994	116563	29506
1995	116608	29444
1996	116655	29383
1997	116706	29322
1998	116790	29270
1999	116838	29209
2000	116886	29148
2001	116939	29088
2002	117010	29033
2003	117057	28972
2004	117114	28913
2005	117159	28851
2006	117251	28801
2007	117298	28740
2008	117342	28678
2009	117399	28619
2010	117483	28567
2011	117528	28506
2012	117575	28444
2013	117638	28387
2014	117704	28330
2015	117752	28269
2016	117800	28208
2017	117870	28153
2018	117959	28102
2019	118006	28041
2020	118052	27979
2021	118113	27921
2022	118212	27873
2023	118259	27811
2024	118306	27750
2025	118380	27696
2026	118477	27646
2027	118523	27585
2028	118571	27524
2029	118621	27464
2030	118708	27412
2031	118766	27353
2032	118813	27292
2033	118860	27231
2034	118949	27180
2035	119002	27120
2036	119049	27059
2037	119100	26999
2038	119154	26939
2039	119202	26879
2040	119248	26817
2041	119296	26756
2042	119389	26706
2043	119437	26645
2044	119486	26584
2045	119544	26526
2046	119629	26473
2047	119690	26415
2048	119737	26355
2049	119791	26295
2050	119865	26240
2051	119911	26179
2052	119956	26118
2053	120020	26060
2054	120087	26004
2055	120138	25944
2056	120183	25882
2057	120238	25823
2058	120339	25774
2059	120393	25715
2060	120452	25656
2061	120511	25598
2062	120596	25545
2063	120644	25484
2064	120690	25423
2065	120748	25365
2066	120837	25313
2067	120884	25252
2068	120932	25191
2069	120988	25132
2070	121078	25081
2071	121128	25020
2072	121182	24961
2073	121257	24906
2074	121361	24857
2075	121405	24795
2076	121452	24734
2077	121516	24677
2078	121599	24623
2079	121645	24563
2080	121694	24502
2081	121750	24443
2082	121836	24390
2083	121898	24332
2084	121945	24272
2085	122007	24214
2086	122075	24157
2087	122127	24097
2088	122173	24037
2089	122229	23977
2090	122299	23921
2091	122354	23862
2092	122400	23801
2093	122465	23744
2094	122556	23692
2095	122601	23631
2096	122662	23573
2097	122723	23515
2098	122792	23458
2099	122845	23399
2100	122892	23338
2101	122946	23279
2102	123037	23226
2103	123086	23166
2104	123136	23106
2105	123197	23048
2106	123285	22995
2107	123332	22934
2108	123378	22873
2109	123427	22813
2110	123494	22756
2111	123539	22695
2112	123585	22634
2113	123646	22576
2114	123698	22517
2115	123746	22456
2116	123793	22396
2117	123853	22338
2118	123938	22284
2119	123994	22225
2120	124041	22164
2121	124095	22105
2122	124173	22050
2123	124224	21990
2124	124288	21933
2125	124350	21875
2126	124422	21819
2127	124489	21762
2128	124539	21702
2129	124601	21644
2130	124699	21592
2131	124756	21533
2132	124804	21473
2133	124855	21413
2134	124941	21360
2135	124987	21299
2136	125046	21240
2137	125111	21183
2138	125178	21126
2139	125223	21065
2140	125271	21005
2141	125334	20947
2142	125402	20890
2143	125459	20831
2144	125513	20772
2145	125566	20713
2146	125657	20659
2147	125704	20599
2148	125765	20541
2149	125821	20482
2150	125898	20426
2151	125951	20367
2152	126009	20309
2153	126060	20249
2154	126166	20198
2155	126212	20137
2156	126259	20077
2157	126310	20017
2158	126407	19965
2159	126454	19904
2160	126499	19844
2161	126562	19786
2162	126648	19732
2163	126694	19671
2164	126741	19611
2165	126802	19553
2166	126872	19496
2167	126918	19435
2168	126965	19375
2169	127026	19317
2170	127125	19265
2171	127173	19204
2172	127221	19144
2173	127267	19084
2174	127354	19029
2175	127401	18969
2176	127446	18909
2177	127496	18849
2178	127584	18795
2179	127648	18737
2180	127699	18677
2181	127750	18618
2182	127835	18563
2183	127881	18503
2184	127927	18442
2185	127991	18384
2186	128091	18332
2187	128137	18271
2188	128185	18211
2189	128245	18153
2190	128330	18098
2191	128378	18038
2192	128433	17979
2193	128484	17919
2194	128552	17862
2195	128609	17803
2196	128653	17743
2197	128720	17685
2198	128794	17629
2199	128842	17569
2200	128889	17509
2201	128944	17450
2202	129048	17397
2203	129095	17337
2204	129142	17277
2205	129192	17217
2206	129300	17165
2207	129347	17105
2208	129410	17047
2209	129466	16988
2210	129554	16934
2211	129600	16873
2212	129646	16813
2213	129717	16756
2214	129792	16700
2215	129837	16639
2216	129883	16579
2217	129938	16520
2218	130017	16464
2219	130065	16404
2220	130111	16344
2221	130156	16284
2222	130225	16226
2223	130270	16166
2224	130328	16107
2225	130377	16048
2226	130466	15993
2227	130518	15934
2228	130564	15873
2229	130617	15814
2230	130686	15757
2231	130733	15697
2232	130778	15637
2233	130840	15579
2234	130929	15524
2235	130976	15464
2236	131032	15405
2237	131079	15345
2238	131149	15288
2239	131195	15228
2240	131242	15168
2241	131301	15109
2242	131371	15052
2243	131419	14992
2244	131466	14932
2245	131525	14874
2246	131592	14816
2247	131639	14756
2248	131686	14696
2249	131746	14638
2250	131816	14581
2251	131861	14521
2252	131918	14462
2253	131970	14403
2254	132054	14347
2255	132113	14288
2256	132159	14228
2257	132209	14169
2258	132278	14112
2259	132334	14053
2260	132379	13993
2261	132430	13933
2262	132502	13876
2263	132549	13817
2264	132596	13757
2265	132657	13698
2266	132724	13641
2267	132771	13581
2268	132818	13521
2269	132877	13463
2270	132964	13407
2271	133012	13348
2272	133057	13288
2273	133116	13229
2274	133184	13172
2275	133230	13112
2276	133277	13052
2277	133331	12993
2278	133424	12938
2279	133471	12878
2280	133543	12821
2281	133594	12762
2282	133667	12705
2283	133714	12645
2284	133762	12585
2285	133862	12531
2286	134003	12480
2287	134051	12420
2288	134099	12361
2289	134144	12301
2290	134240	12246
2291	134288	12186
2292	134335	12127
2293	134390	12068
2294	134461	12010
2295	134507	11950
2296	134553	11891
2297	134607	11832
2298	134687	11775
2299	134736	11716
2300	134783	11656
2301	134838	11597
2302	134924	11541
2303	134972	11482
2304	135018	11422
2305	135075	11363
2306	135143	11305
2307	135190	11246
2308	135235	11186
2309	135297	11128
2310	135385	11072
2311	135433	11012
2312	135487	10953
2313	135533	10894
2314	135603	10836
2315	135660	10777
2316	135710	10718
2317	135773	10660
2318	135840	10602
2319	135886	10542
2320	135932	10483
2321	135981	10424
2322	136045	10365
2323	136095	10306
2324	136150	10247
2325	136199	10188
2326	136286	10132
2327	136334	10072
2328	136380	10013
2329	136440	9954
2330	136508	9897
2331	136565	9838
2332	136613	9778
2333	136659	9719
2334	136748	9663
2335	136812	9604
2336	136859	9545
2337	136903	9486
2338	136973	9428
2339	137018	9368
2340	137067	9309
2341	137113	9250
2342	137193	9193
2343	137240	9133
2344	137286	9074
2345	137345	9015
2346	137416	8958
2347	137464	8898
2348	137511	8839
2349	137595	8782
2350	137669	8725
2351	137716	8665
2352	137765	8606
2353	137832	8548
2354	137908	8491
2355	137956	8431
2356	138005	8372
2357	138064	8314
2358	138148	8257
2359	138204	8198
2360	138280	8141
2361	138333	8082
2362	138397	8023
2363	138445	7964
2364	138494	7905
2365	138568	7847
2366	138637	7789
2367	138698	7731
2368	138744	7672
2369	138803	7613
2370	138890	7556
2371	138936	7497
2372	138985	7438
2373	139045	7379
2374	139115	7321
2375	139159	7262
2376	139204	7203
2377	139252	7144
2378	139362	7088
2379	139407	7028
2380	139455	6969
2381	139521	6911
2382	139591	6853
2383	139637	6794
2384	139686	6735
2385	139758	6677
2386	139829	6619
2387	139876	6560
2388	139926	6501
2389	139986	6442
2390	140047	6384
2391	140096	6325
2392	140145	6266
2393	140218	6208
2394	140308	6151
2395	140370	6092
2396	140419	6033
2397	140478	5975
2398	140564	5917
2399	140614	5858
2400	140662	5799
2401	140715	5741
2402	140801	5683
2403	140850	5624
2404	140896	5565
2405	140958	5507
2406	141043	5449
2407	141102	5390
2408	141149	5331
2409	141201	5273
2410	141270	5214
2411	141316	5155
2412	141360	5096
2413	141405	5037
2414	141473	4979
2415	141532	4920
2416	141577	4861
2417	141643	4803
2418	141713	4745
2419	141760	4686
2420	141817	4627
2421	141867	4568
2422	141940	4510
2423	141989	4451
2424	142036	4392
2425	142094	4334
2426	142178	4276
2427	142226	4217
2428	142273	4158
2429	142345	4100
2430	142452	4043
2431	142512	3984
2432	142557	3925
2433	142631	3867
2434	142738	3810
2435	142783	3751
2436	142830	3692
2437	142894	3633
2438	142960	3575
2439	143012	3516
2440	143059	3457
2441	143113	3399
2442	143167	3340
2443	143222	3281
2444	143269	3222
2445	143337	3164
2446	143404	3106
2447	143477	3047
2448	143523	2988
2449	143568	2929
2450	143634	2871
2451	143678	2812
2452	143724	2753
2453	143774	2695
2454	143845	2636
2455	143894	2577
2456	143940	2519
2457	143989	2460
2458	144052	2401
2459	144098	2343
2460	144157	2284
2461	144205	2225
2462	144274	2167
2463	144319	2108
2464	144366	2049
2465	144423	1991
2466	144496	1932
2467	144540	1874
2468	144587	1815
2469	144638	1756
2470	144719	1698
2471	144766	1639
2472	144814	1581
2473	144880	1522
2474	144976	1464
2475	145023	1405
2476	145070	1347
2477	145156	1288
2478	145232	1230
2479	145278	1171
2480	145335	1113
2481	145406	1054
2482	145487	996
2483	145533	937
2484	145580	878
2485	145667	820
2486	145739	761
2487	145794	703
2488	145842	644
2489	145892	585
2490	145961	527
2491	146049	468
2492	146093	410
2493	146165	351
2494	146263	293
2495	146310	234
2496	146368	175
2497	146422	117
2498	146490	58
2499	146552	0
