user_id,install_date,lang,country,hw_ver,os_ver
82,2019-03-06,en,US,"iPhone5,1",9.2.1
83,2019-03-05,en,GB,"iPod4,1",6.1.6
84,2019-03-05,en,US,"iPhone8,1",9.2
85,2019-03-07,en,US,"iPhone6,1",9.2
86,2019-03-07,es,MX,"iPad4,4",9.2.1
87,2019-03-02,sv,SE,"iPhone7,1",9.2.1
88,2019-03-07,en,US,"iPhone8,1",9.2.1
89,2019-03-06,en,US,"iPhone6,1",9.2.1
90,2019-03-01,en,US,"iPod7,1",9.2
91,2019-03-05,en,US,"iPhone7,2",9.2.1
92,2019-03-06,en,US,"iPhone5,2",9.1
93,2019-03-03,en,US,"iPhone7,2",9.2.1
94,2019-03-04,en,US,"iPhone5,3",9.2
95,2019-03-07,pt,BR,"iPad4,2",9.2.1
96,2019-03-07,en,ZA,"iPhone6,2",9.2.1
97,2019-03-06,en,CA,"iPhone8,1",9.2.1
98,2019-03-02,en,US,"iPhone8,2",9.1
99,2019-03-05,en,CA,"iPad4,1",8.3
100,2019-03-02,en,US,"iPhone8,1",9.2.1
101,2019-03-04,en,US,"iPhone6,1",9.2.1
102,2019-03-02,en,US,"iPod7,1",9.2.1
103,2019-03-05,en,US,"iPad4,1",9.2.1
104,2019-03-04,pt,BR,"iPhone6,2",9.2.1
105,2019-03-04,en,US,"iPhone7,2",9.2.1
106,2019-03-05,tr,TR,"iPhone8,1",9.2.1
107,2019-03-07,en,US,"iPhone8,1",9.2.1
108,2019-03-05,en,US,"iPhone3,3",7.1.2
109,2019-03-04,en,AU,"iPhone6,2",9.2.1
110,2019-03-03,en,US,"iPhone7,1",9.1
111,2019-03-02,en,US,"iPhone5,1",9.2.1
112,2019-03-05,en,GB,"iPhone7,1",9.2.1
113,2019-03-05,en,US,"iPhone7,1",9.2.1
114,2019-03-07,en,US,"iPhone3,1",7.1.2
115,2019-03-06,en,GB,"iPhone8,1",9.2.1
116,2019-03-02,en,GB,"iPhone6,2",9.2.1
117,2019-03-02,en,ID,"iPhone5,2",9.2
118,2019-03-06,he,IL,"iPhone6,2",9.1
119,2019-03-01,en,US,"iPhone8,1",9.2.1
120,2019-03-06,it,IT,"iPhone7,2",9.2.1
121,2019-03-06,en,US,"iPhone7,1",9.2.1
122,2019-03-03,hu,HU,"iPhone7,2",9.2.1
123,2019-03-04,en,CA,"iPhone6,1",9.2.1
124,2019-03-02,en,GB,"iPad3,1",9.2.1
125,2019-03-01,en,CA,"iPhone3,1",7.1.2
126,2019-03-01,en,US,"iPhone8,2",9.2
127,2019-03-06,en,US,"iPhone4,1",9.2.1
128,2019-03-06,ru,RU,"iPhone5,4",9.2.1
129,2019-03-02,en,US,"iPhone5,4",8.4
130,2019-03-01,en,US,"iPhone8,2",9.2.1
131,2019-03-05,en,US,"iPhone8,1",9.2.1
132,2019-03-04,en,US,"iPhone7,1",8.4
133,2019-03-01,en,US,"iPad5,1",9.2.1
134,2019-03-03,en,US,"iPad5,3",9.2.1
135,2019-03-06,en,US,"iPhone6,1",9.2
136,2019-03-02,en,US,"iPhone4,1",8.3
137,2019-03-03,en,AU,"iPad4,1",9.2.1
138,2019-03-05,en,US,"iPhone7,2",9.2.1
139,2019-03-07,en,US,"iPhone6,1",9.2.1
140,2019-03-05,en,US,"iPhone5,3",9.2.1
141,2019-03-02,en,US,"iPhone7,2",9.1
142,2019-03-03,ar,OM,"iPhone8,1",9.2
143,2019-03-04,vi,VN,"iPhone4,1",8.1.3
144,2019-03-02,de,AT,"iPhone7,1",9.2.1
145,2019-03-04,en,AU,"iPhone5,2",9.2.1
146,2019-03-06,en,EE,"iPhone5,4",9.2.1
147,2019-03-04,ro,RO,"iPhone6,2",9.1
148,2019-03-05,en,GB,"iPad3,4",9.2.1
149,2019-03-06,en,CA,"iPhone6,1",9.2.1
150,2019-03-05,en,US,"iPhone6,1",9.2.1
151,2019-03-01,en,US,"iPhone8,1",9.2.1
152,2019-03-03,en,US,"iPhone8,1",9.2.1
153,2019-03-01,en,US,"iPhone5,2",9.2.1
154,2019-03-04,en,US,"iPhone7,2",9.2.1
155,2019-03-06,en,GB,"iPhone6,2",9.2.1
156,2019-03-03,en,US,"iPad5,1",9.0.2
157,2019-03-06,es,ES,"iPad5,4",9.2
158,2019-03-04,en,US,"iPod7,1",9.2.1
159,2019-03-05,nb,NO,"iPhone7,2",9.2.1
160,2019-03-07,en,US,"iPhone5,3",9.2.1
161,2019-03-07,en,AU,"iPhone5,2",9.2.1
162,2019-03-02,en,US,"iPhone8,1",9.2
163,2019-03-04,en,AU,"iPad2,5",9.2
164,2019-03-02,en,US,"iPad2,2",9.2.1
165,2019-03-01,en,US,"iPhone6,1",9.2.1
166,2019-03-06,en,US,"iPhone5,2",9.2.1
167,2019-03-05,en,AU,"iPhone3,1",7.1.2
168,2019-03-02,en,US,"iPod5,1",9.2.1
169,2019-03-06,en,GB,"iPad4,7",8.1.2
170,2019-03-02,en,MY,"iPad4,8",8.4.1
171,2019-03-01,en,US,"iPhone7,1",9.2.1
172,2019-03-05,es,CO,"iPad2,4",9.2.1
173,2019-03-02,it,IT,"iPhone6,2",9.2.1
174,2019-03-05,en,US,"iPad3,4",9.2
175,2019-03-02,it,IT,"iPhone7,2",9.1
176,2019-03-06,en,US,"iPhone7,2",9.2.1
177,2019-03-01,en,US,"iPhone8,1",9.2
178,2019-03-04,tr,TR,"iPad4,1",9.1
179,2019-03-03,en,US,"iPhone8,2",9.2.1
180,2019-03-06,en,US,"iPhone7,2",9.2.1
181,2019-03-02,nl,BE,"iPad4,4",7.1.2
182,2019-03-01,en,US,"iPhone8,2",9.2.1
183,2019-03-07,en,GB,"iPad6,7",9.2.1
184,2019-03-05,ru,RU,"iPhone8,1",9.2.1
185,2019-03-05,en,US,"iPad4,2",8.1.3
186,2019-03-02,en,AU,"iPhone5,2",9.2.1
187,2019-03-05,en,US,"iPod7,1",9.2.1
188,2019-03-03,en,US,"iPad2,5",9.2.1
189,2019-03-06,ru,RU,"iPhone7,2",9.2.1
190,2019-03-05,ru,RU,"iPad5,3",9.2.1
191,2019-03-07,nl,NL,"iPhone6,2",9.2.1
192,2019-03-04,lo,LA,"iPhone7,2",9.2.1
193,2019-03-05,en,US,"iPhone8,2",9.2.1
194,2019-03-02,es,ES,"iPhone7,2",9.2.1
195,2019-03-03,tr,TR,"iPad2,5",8.4
196,2019-03-04,tr,TR,"iPhone6,2",9.2
197,2019-03-06,tr,TR,"iPhone6,2",9.2.1
198,2019-03-07,en,EG,"iPhone8,1",9.1
199,2019-03-07,en,US,"iPhone6,1",9.2.1
200,2019-03-03,en,CA,"iPod4,1",6.1.6
201,2019-03-06,en,US,"iPhone5,2",9.2.1
202,2019-03-03,en,GB,"iPhone7,2",9.2
203,2019-03-07,ru,RU,"iPhone7,2",9.2.1
204,2019-03-01,en,US,"iPhone8,1",9.2.1
205,2019-03-07,en,GB,"iPhone5,2",9.2.1
206,2019-03-07,en,US,"iPhone7,2",9.1
207,2019-03-02,en,US,"iPad3,1",9.2.1
208,2019-03-07,en,US,"iPhone5,1",8.3
209,2019-03-06,en,GB,"iPhone7,2",9.2.1
210,2019-03-05,en,US,"iPhone7,2",9.2
211,2019-03-07,en,US,"iPhone6,1",9.2.1
212,2019-03-01,en,US,"iPod7,1",9.2.1
213,2019-03-02,en,NZ,"iPad4,1",9.2.1
214,2019-03-01,en,US,"iPhone5,3",8.1.3
215,2019-03-03,en,US,"iPad2,4",9.2.1
216,2019-03-01,de,DE,"iPhone6,2",9.2.1
217,2019-03-04,en,US,"iPad2,1",9.2.1
218,2019-03-06,en,US,"iPad4,7",8.1
219,2019-03-06,en,IS,"iPad2,5",9.0.1
220,2019-03-01,de,DE,"iPhone6,2",9.2
221,2019-03-05,en,US,"iPod5,1",8.0.2
222,2019-03-06,zh,Ha,"iPhone8,1",9.2.1
223,2019-03-06,en,US,"iPhone5,1",9.2.1
224,2019-03-05,en,US,"iPad5,3",9.2.1
225,2019-03-02,en,GB,"iPhone7,2",9.2.1
226,2019-03-04,ru,IL,"iPhone7,1",9.2.1
227,2019-03-07,en,US,"iPhone7,2",9.2.1
228,2019-03-07,en,US,"iPhone7,2",9.2.1
229,2019-03-06,en,AU,"iPhone3,1",7.1.2
230,2019-03-07,en,AU,"iPad4,1",9.2.1
231,2019-03-07,en,US,"iPhone5,3",9.2.1
232,2019-03-06,en,US,"iPhone4,1",9.2.1
233,2019-03-06,en,DZ,"iPhone8,1",9.2.1
234,2019-03-04,en,GB,"iPhone6,2",9.2.1
235,2019-03-04,en,US,"iPhone8,1",9.2.1
236,2019-03-06,en,AU,"iPad5,3",9.2.1
237,2019-03-05,en,AU,"iPad4,1",9.2.1
238,2019-03-03,en,US,"iPhone7,2",9.2
239,2019-03-06,nb,NO,"iPhone5,4",9.2.1
240,2019-03-06,nb,NO,"iPhone6,2",9.2
241,2019-03-02,en,US,"iPad4,4",9.2.1
242,2019-03-05,en,US,"iPhone7,2",9.2.1
243,2019-03-05,ar,US,"iPad5,3",9.2.1
244,2019-03-07,de,AT,"iPhone7,2",9.2.1
245,2019-03-04,en,US,"iPhone7,2",9.2.1
246,2019-03-01,en,US,"iPhone6,1",9.2.1
247,2019-03-05,en,US,"iPhone8,1",9.2.1
248,2019-03-05,en,US,"iPhone7,2",9.2.1
249,2019-03-04,nb,NO,"iPhone5,2",9.2.1
250,2019-03-05,en,US,"iPhone8,1",9.2.1
251,2019-03-05,da,DK,"iPad3,6",9.2.1
252,2019-03-05,en,US,"iPhone6,1",9.2.1
253,2019-03-05,da,DK,"iPhone6,2",9.2.1
254,2019-03-03,ar,SA,"iPad2,6",9.2.1
255,2019-03-03,en,AE,"iPad4,4",8.4.1
256,2019-03-04,tr,TR,"iPhone5,2",9.2.1
257,2019-03-03,en,US,"iPhone7,2",8.2
258,2019-03-02,en,US,"iPad2,1",9.1
259,2019-03-06,tr,TR,"iPhone7,2",9.2.1
260,2019-03-04,en,US,"iPhone8,1",9.1
261,2019-03-07,en,US,"iPhone6,1",9.1
262,2019-03-04,nb,NO,"iPhone5,4",9.2.1
263,2019-03-07,en,US,"iPad2,5",9.2.1
264,2019-03-06,en,US,"iPhone8,1",9.2.1
265,2019-03-01,ja,JP,"iPhone8,1",9.2.1
266,2019-03-06,en,GB,"iPhone6,2",9.2.1
267,2019-03-05,de,DE,"iPad4,1",9.2.1
268,2019-03-05,en,AU,"iPhone3,1",7.1.2
269,2019-03-04,en,US,"iPhone3,2",7.1.2
270,2019-03-01,en,ZW,"iPhone5,2",9.2.1
271,2019-03-03,en,AU,"iPad5,3",9.2.1
272,2019-03-01,en,CA,"iPhone7,2",9.2.1
273,2019-03-06,en,IN,"iPhone7,2",9.2.1
274,2019-03-06,en,US,"iPhone8,1",9.2.1
275,2019-03-05,en,US,"iPhone6,1",9.2.1
276,2019-03-06,en,US,"iPhone5,3",9.2.1
277,2019-03-03,en,US,"iPhone5,2",9.2
278,2019-03-03,en,US,"iPhone7,2",9.2.1
279,2019-03-05,en,GB,"iPhone6,2",9.2.1
280,2019-03-03,en,CA,"iPhone5,3",9.1
281,2019-03-03,en,SA,"iPhone8,1",9.2.1
282,2019-03-02,nb,NO,"iPhone6,2",9.2
283,2019-03-01,en,US,"iPhone5,2",9.2.1
284,2019-03-01,en,NZ,"iPad4,2",8.1.1
285,2019-03-07,es,US,"iPod5,1",9.2.1
286,2019-03-02,en,US,"iPhone8,2",9.2.1
287,2019-03-06,nb,DK,"iPad2,5",9.2.1
288,2019-03-03,en,CA,"iPhone8,2",9.2
289,2019-03-01,nl,NL,"iPhone8,1",9.2.1
290,2019-03-06,en,GB,"iPhone6,2",9.1
291,2019-03-01,gs,_C,"iPhone6,2",9.2.1
292,2019-03-05,en,NZ,"iPad2,4",9.2.1
293,2019-03-06,en,US,"iPhone7,2",9.2.1
294,2019-03-06,es,ES,"iPhone5,2",9.2.1
295,2019-03-02,en,US,"iPhone8,1",9.2.1
296,2019-03-03,en,PH,"iPhone8,1",9.2.1
297,2019-03-05,ja,JP,"iPhone8,1",9.2.1
298,2019-03-06,en,SG,"iPhone6,2",9.2.1
299,2019-03-04,en,SG,"iPad3,1",8.4.1
300,2019-03-04,en,US,"iPhone6,1",9.2.1
301,2019-03-03,en,US,"iPhone7,2",9.2.1
302,2019-03-04,en,US,"iPhone7,2",9.2.1
303,2019-03-07,en,US,"iPhone7,2",9.2.1
304,2019-03-04,en,US,"iPhone5,1",9.2.1
305,2019-03-06,fr,FR,"iPad4,4",9.0
306,2019-03-04,en,AU,"iPad5,3",9.2.1
307,2019-03-03,da,DK,"iPad4,1",9.2.1
308,2019-03-01,en,US,"iPhone6,1",9.2.1
309,2019-03-02,en,US,"iPhone7,2",9.2.1
310,2019-03-02,pt,JP,"iPad5,4",8.1
311,2019-03-05,en,GB,"iPhone5,4",9.2.1
312,2019-03-06,en,US,"iPhone7,2",9.2.1
313,2019-03-07,en,US,"iPhone6,1",9.2.1
314,2019-03-05,en,GB,"iPhone5,2",8.1.3
315,2019-03-04,en,GB,"iPhone8,1",9.2.1
316,2019-03-02,en,FJ,"iPhone7,2",9.2.1
317,2019-03-03,en,US,"iPhone6,1",9.2
318,2019-03-01,ca,ES,"iPhone6,2",9.2
319,2019-03-01,en,IN,"iPad4,1",9.2.1
320,2019-03-02,en,GB,"iPad4,2",9.2.1
321,2019-03-07,en,US,"iPhone7,1",9.2.1
322,2019-03-02,en,CA,"iPhone8,1",9.2.1
323,2019-03-02,en,GB,"iPad4,4",9.2
324,2019-03-05,en,US,"iPhone8,1",9.2.1
325,2019-03-06,en,US,"iPhone8,2",9.2
326,2019-03-02,en,GB,"iPad4,1",9.2.1
327,2019-03-06,en,US,"iPad2,1",9.0
328,2019-03-02,en,US,"iPhone8,2",9.2.1
329,2019-03-04,en,AU,"iPad5,4",9.2.1
330,2019-03-06,it,IT,"iPhone5,4",9.2.1
331,2019-03-07,en,US,"iPhone7,2",9.2
332,2019-03-05,en,US,"iPhone5,3",9.1
333,2019-03-01,en,US,"iPhone3,3",7.1.2
334,2019-03-02,en,US,"iPhone6,1",8.3
335,2019-03-04,en,PH,"iPhone7,2",9.2.1
336,2019-03-05,en,GB,"iPhone8,1",9.2
337,2019-03-01,en,US,"iPhone6,1",9.1
338,2019-03-05,en,US,"iPhone7,2",8.1.2
339,2019-03-02,en,US,"iPhone8,2",9.2.1
340,2019-03-01,en,US,"iPhone6,1",9.2.1
341,2019-03-02,es,AR,"iPhone5,3",9.2.1
342,2019-03-03,en,US,"iPhone7,2",9.2.1
343,2019-03-01,en,US,"iPad2,5",8.3
344,2019-03-07,en,AU,"iPhone6,2",9.2.1
345,2019-03-04,en,SG,"iPad5,3",9.1
346,2019-03-05,en,LB,"iPhone7,2",9.2.1
347,2019-03-01,en,US,"iPod4,1",6.1.6
348,2019-03-06,en,KH,"iPhone8,2",9.0
349,2019-03-05,en,US,"iPhone8,2",9.2.1
350,2019-03-01,en,CA,"iPhone7,2",9.2.1
351,2019-03-07,es,CL,"iPhone8,1",9.2.1
352,2019-03-01,nl,BE,"iPhone6,2",9.2.1
353,2019-03-05,en,US,"iPad2,1",9.2.1
354,2019-03-07,en,US,"iPhone5,3",9.1
355,2019-03-02,en,US,"iPhone7,2",9.2.1
356,2019-03-06,en,PH,"iPhone5,2",9.2.1
357,2019-03-06,en,RU,"iPhone4,1",8.2
358,2019-03-07,en,NO,"iPhone5,2",8.0
359,2019-03-01,en,US,"iPad4,4",9.2.1
360,2019-03-04,en,US,"iPhone5,3",9.2
361,2019-03-06,en,GB,"iPhone7,2",9.2.1
362,2019-03-05,en,GB,"iPhone5,4",9.2.1
363,2019-03-01,en,GB,"iPhone5,4",9.1
364,2019-03-06,fr,FR,"iPad2,5",9.2.1
365,2019-03-06,en,US,"iPhone6,1",9.2.1
366,2019-03-05,en,US,"iPhone4,1",9.2.1
367,2019-03-07,en,BY,"iPhone6,1",9.2.1
368,2019-03-05,es,PE,"iPad5,3",9.2.1
369,2019-03-03,en,US,"iPhone5,2",9.2.1
370,2019-03-07,en,NZ,"iPhone4,1",9.1
371,2019-03-04,en,US,"iPhone8,1",9.2
372,2019-03-05,en,US,"iPhone7,2",9.1
373,2019-03-07,zh,HK,"iPad4,4",9.2.1
374,2019-03-02,en,US,"iPhone4,1",9.0
375,2019-03-06,de,HK,"iPhone7,2",9.2.1
376,2019-03-05,en,US,"iPad5,4",9.2.1
377,2019-03-06,en,US,"iPhone6,1",9.2
378,2019-03-06,en,US,"iPhone8,1",9.2.1
379,2019-03-03,en,US,"iPad4,1",9.2.1
380,2019-03-01,en,US,"iPhone8,1",9.2.1
381,2019-03-04,id,ID,"iPhone5,2",9.2.1
382,2019-03-02,en,JO,"iPad2,2",9.2
383,2019-03-01,en,AF,"iPod7,1",9.2
384,2019-03-06,en,US,"iPhone5,3",9.2.1
385,2019-03-07,en,US,"iPhone3,3",7.1.2
386,2019-03-06,en,US,"iPad2,5",8.1
387,2019-03-03,en,US,"iPhone7,2",9.2.1
388,2019-03-04,fi,FI,"iPhone4,1",9.2.1
389,2019-03-03,en,US,"iPhone8,2",9.1
390,2019-03-01,en,US,"iPhone7,2",9.2.1
391,2019-03-05,en,US,"iPhone8,1",9.2.1
392,2019-03-04,en,US,"iPhone7,2",8.3
393,2019-03-07,en,US,"iPhone6,2",8.4.1
394,2019-03-07,en,GB,"iPhone7,2",9.2.1
395,2019-03-05,en,AU,"iPhone7,1",9.2.1
396,2019-03-05,en,US,"iPad2,5",8.1
397,2019-03-06,en,US,"iPod5,1",9.2.1
398,2019-03-06,en,US,"iPhone6,1",9.2.1
399,2019-03-01,en,US,"iPhone3,3",7.1.2
400,2019-03-07,ar,KW,"iPhone7,2",9.2.1
401,2019-03-01,en,US,"iPhone6,1",9.2.1
402,2019-03-06,en,GB,"iPhone7,2",9.2.1
403,2019-03-04,en,US,"iPhone5,2",9.2.1
404,2019-03-07,en,US,"iPhone6,1",9.2.1
405,2019-03-05,en,AU,"iPhone7,2",9.2.1
406,2019-03-01,es,ES,"iPad4,7",9.2.1
407,2019-03-06,ar,US,"iPhone7,1",9.2.1
408,2019-03-02,en,US,"iPhone7,2",9.2.1
409,2019-03-06,fr,BE,"iPad2,2",9.2.1
410,2019-03-02,fr,FR,"iPhone7,2",9.1
411,2019-03-04,en,US,"iPhone7,2",9.2.1
412,2019-03-05,en,CN,"iPad4,7",9.2.1
413,2019-03-05,en,US,"iPhone8,1",9.2.1
414,2019-03-01,en,US,"iPad5,1",9.2.1
415,2019-03-06,da,DK,"iPhone5,2",9.2.1
416,2019-03-01,en,US,"iPhone7,2",9.2.1
417,2019-03-06,en,US,"iPhone7,2",9.2.1
418,2019-03-02,nb,NO,"iPhone4,1",9.1
419,2019-03-06,ru,RU,"iPad2,5",9.2.1
420,2019-03-02,en,GY,"iPad4,4",8.3
421,2019-03-06,en,US,"iPad3,1",9.1
422,2019-03-05,en,US,"iPhone4,1",9.2.1
423,2019-03-07,en,US,"iPhone7,1",9.3
424,2019-03-03,en,US,"iPod5,1",9.2.1
425,2019-03-01,en,US,"iPhone8,1",9.2.1
426,2019-03-04,en,MY,"iPhone8,2",9.2.1
427,2019-03-02,en,US,"iPhone8,2",9.2.1
428,2019-03-03,en,US,"iPhone8,2",9.1
429,2019-03-05,en,US,"iPhone8,1",9.2.1
430,2019-03-03,en,US,"iPhone8,1",9.2
431,2019-03-01,ru,RU,"iPhone5,2",9.2.1
432,2019-03-01,en,US,"iPhone7,1",9.0.1
433,2019-03-03,en,US,"iPhone7,1",9.2
434,2019-03-06,zh,CN,"iPad2,5",9.2.1
435,2019-03-05,nl,BE,"iPad2,1",9.2.1
436,2019-03-02,en,GB,"iPhone3,1",7.1.2
437,2019-03-07,en,US,"iPhone5,3",9.1
438,2019-03-04,en,GM,"iPhone3,1",7.0.4
439,2019-03-06,en,US,"iPod5,1",8.3
440,2019-03-01,nl,NL,"iPad2,4",9.2.1
441,2019-03-02,en,US,"iPhone6,1",9.2
442,2019-03-06,pt,BR,"iPad4,4",9.2.1
443,2019-03-01,en,CO,"iPhone6,1",9.2
444,2019-03-07,ko,KR,"iPhone6,2",7.1
445,2019-03-01,en,US,"iPhone7,1",9.2.1
446,2019-03-06,en,US,"iPhone7,1",9.2.1
447,2019-03-05,vi,VN,"iPhone8,2",9.2.1
448,2019-03-01,en,US,"iPhone8,1",9.1
449,2019-03-05,en,US,"iPod5,1",9.2.1
450,2019-03-01,en,US,"iPhone7,2",9.2.1
451,2019-03-01,it,IT,"iPhone5,2",9.2.1
452,2019-03-06,en,US,"iPhone8,2",9.2.1
453,2019-03-06,en,US,"iPad3,2",7.1.2
454,2019-03-06,en,US,"iPhone6,1",9.2.1
455,2019-03-05,en,US,"iPod7,1",9.2.1
456,2019-03-01,en,US,"iPhone8,1",9.2.1
457,2019-03-07,en,US,"iPhone8,1",9.2.1
458,2019-03-01,es,EC,"iPhone7,2",9.2.1
459,2019-03-05,fr,FR,"iPad3,1",9.1
460,2019-03-07,en,US,"iPhone8,1",9.2.1
461,2019-03-05,vi,VN,"iPad4,2",8.4.1
462,2019-03-05,en,US,"iPhone5,3",8.4.1
463,2019-03-06,en,US,"iPhone6,1",9.2
464,2019-03-01,en,US,"iPhone6,1",9.2.1
465,2019-03-02,en,US,"iPhone6,1",8.4.1
466,2019-03-05,en,SA,"iPhone7,2",9.2.1
467,2019-03-05,en,CA,"iPhone6,1",9.2.1
468,2019-03-01,en,US,"iPhone5,3",9.2.1
469,2019-03-04,de,AT,"iPhone7,2",8.2
470,2019-03-03,en,US,"iPhone8,1",9.2.1
471,2019-03-05,en,US,"iPhone7,2",9.2.1
472,2019-03-01,en,US,"iPhone6,1",9.2.1
473,2019-03-07,en,CA,"iPhone6,1",9.2.1
474,2019-03-04,en,GB,"iPad4,1",9.2
475,2019-03-01,en,US,"iPhone8,1",9.2
476,2019-03-07,en,AU,"iPhone4,1",9.2.1
477,2019-03-03,nb,NO,"iPhone5,4",7.1.1
478,2019-03-05,en,US,"iPad4,2",9.0.2
479,2019-03-05,en,BS,"iPhone6,1",9.2.1
480,2019-03-05,en,US,"iPhone6,1",9.2.1
481,2019-03-02,en,US,"iPhone6,1",9.2.1
482,2019-03-01,en,US,"iPad5,3",9.2.1
483,2019-03-02,tr,TR,"iPhone6,2",9.2.1
484,2019-03-05,en,US,"iPhone3,3",7.1.2
485,2019-03-02,en,SG,"iPhone5,2",9.2
486,2019-03-02,en,GB,"iPhone7,2",9.2.1
487,2019-03-06,en,US,"iPad2,4",9.2.1
488,2019-03-02,en,NZ,"iPad5,3",9.2.1
489,2019-03-05,en,US,"iPad4,4",9.2
490,2019-03-07,en,US,"iPad2,6",9.2.1
491,2019-03-06,en,GB,"iPhone5,2",9.2.1
492,2019-03-06,en,PT,"iPad5,4",9.1
493,2019-03-01,en,US,"iPhone6,1",9.2.1
494,2019-03-01,en,US,"iPhone5,3",9.2.1
495,2019-03-05,en,US,"iPhone7,2",9.2.1
496,2019-03-05,en,US,"iPhone5,2",9.2.1
497,2019-03-05,en,GB,"iPhone5,2",8.3
498,2019-03-05,es,MX,"iPhone7,2",9.2
499,2019-03-03,en,GB,"iPhone8,2",9.2.1
