user_id,install_date,lang,country,hw_ver,os_ver
7028,2019-03-02,en,AU,"iPad2,4",9.2.1
7029,2019-03-01,fr,FR,"iPhone7,2",9.2.1
7030,2019-03-06,en,US,"iPad5,3",9.2.1
7031,2019-03-01,th,TH,"iPhone5,2",9.2.1
7032,2019-03-06,de,DE,"iPhone6,2",9.2.1
7033,2019-03-02,en,US,"iPhone3,1",7.1.2
7034,2019-03-02,en,US,"iPad4,4",9.2.1
7035,2019-03-04,en,US,"iPhone4,1",8.3
7036,2019-03-07,en,BR,"iPhone7,2",9.2.1
7037,2019-03-06,en,DZ,"iPhone7,2",9.2.1
7038,2019-03-05,en,US,"iPhone8,1",9.2.1
7039,2019-03-03,en,GB,"iPad2,1",9.2.1
7040,2019-03-06,en,US,"iPhone5,1",9.2.1
7041,2019-03-07,en,US,"iPhone5,3",9.2.1
7042,2019-03-06,en,US,"iPhone6,1",9.2.1
7043,2019-03-07,en,US,"iPhone5,3",9.2.1
7044,2019-03-01,en,IN,"iPad4,1",7.0.4
7045,2019-03-03,en,US,"iPad2,5",8.4.1
7046,2019-03-07,en,GB,"iPhone6,2",9.2.1
7047,2019-03-06,en,CA,"iPhone7,2",9.2.1
7048,2019-03-02,en,US,"iPhone8,1",9.2
7049,2019-03-05,en,US,"iPhone6,1",9.2.1
7050,2019-03-06,da,DK,"iPad4,1",9.2
7051,2019-03-06,de,DE,"iPhone5,2",9.2.1
7052,2019-03-07,en,US,"iPhone7,2",9.2.1
7053,2019-03-06,es,MX,"iPad5,3",8.4.1
7054,2019-03-07,en,US,"iPod7,1",9.2.1
7055,2019-03-03,en,GB,"iPad3,3",9.2.1
7056,2019-03-03,en,CN,"iPhone7,2",9.2.1
7057,2019-03-04,en,CA,"iPhone6,1",9.2.1
7058,2019-03-05,en,US,"iPhone8,1",9.2.1
7059,2019-03-05,ru,RU,"iPad3,6",8.4.1
7060,2019-03-06,en,US,"iPhone6,1",9.2.1
7061,2019-03-05,en,US,"iPad2,1",8.1.2
7062,2019-03-02,en,CA,"iPad4,4",9.2.1
7063,2019-03-04,en,AT,"iPad2,5",7.1.2
7064,2019-03-05,en,AU,"iPhone7,2",9.2.1
7065,2019-03-04,en,PH,"iPhone7,2",9.1
7066,2019-03-07,en,SG,"iPhone6,2",9.2.1
7067,2019-03-06,en,US,"iPhone7,1",9.2.1
7068,2019-03-07,en,CA,"iPhone6,1",9.2
7069,2019-03-02,en,US,"iPhone8,2",9.2.1
7070,2019-03-07,en,US,"iPhone8,1",9.2
7071,2019-03-02,fi,FI,"iPhone7,2",9.2.1
7072,2019-03-06,en,PH,"iPhone6,2",9.2.1
7073,2019-03-04,en,US,"iPhone7,2",9.2.1
7074,2019-03-02,en,US,"iPhone8,1",9.2
7075,2019-03-05,en,GB,"iPad2,5",9.2
7076,2019-03-05,fr,FR,"iPod7,1",9.2.1
7077,2019-03-01,nl,NL,"iPhone4,1",9.2.1
7078,2019-03-07,en,US,"iPhone6,1",9.2.1
7079,2019-03-02,en,US,"iPhone6,1",9.1
7080,2019-03-03,en,GB,"iPhone6,2",9.2.1
7081,2019-03-04,en,US,"iPad2,5",8.1
7082,2019-03-03,en,US,"iPhone5,2",9.2.1
7083,2019-03-06,en,US,"iPhone8,1",9.2.1
7084,2019-03-04,vi,VN,"iPhone5,3",9.2.1
7085,2019-03-01,en,US,"iPhone5,3",9.2.1
7086,2019-03-06,en,BW,"iPhone8,1",9.2
7087,2019-03-03,en,GB,"iPad2,5",9.2.1
7088,2019-03-06,es,MX,"iPad2,5",9.2.1
7089,2019-03-07,en,GB,"iPad4,4",9.2.1
7090,2019-03-03,bg,BG,"iPad5,4",8.4.1
7091,2019-03-05,en,US,"iPhone8,1",9.2.1
7092,2019-03-05,en,AU,"iPad4,7",9.1
7093,2019-03-05,en,CA,"iPad3,4",9.2.1
7094,2019-03-07,en,GB,"iPhone4,1",9.2.1
7095,2019-03-06,en,US,"iPhone6,1",9.2.1
7096,2019-03-04,en,US,"iPod5,1",9.1
7097,2019-03-06,en,US,"iPhone5,3",9.2.1
7098,2019-03-05,en,US,"iPad4,4",9.2.1
7099,2019-03-05,en,CA,"iPad3,4",9.2.1
7100,2019-03-05,en,US,"iPad3,4",9.2.1
7101,2019-03-07,en,US,"iPhone6,1",9.2.1
7102,2019-03-04,tr,TR,"iPhone5,2",9.2.1
7103,2019-03-07,en,DE,"iPhone3,1",7.1.2
7104,2019-03-03,en,LY,"iPad2,4",9.2.1
7105,2019-03-05,en,US,"iPod7,1",9.2
7106,2019-03-07,en,US,"iPhone5,3",9.2.1
7107,2019-03-02,en,US,"iPhone8,1",9.2.1
7108,2019-03-07,en,US,"iPhone5,1",9.2.1
7109,2019-03-04,en,GB,"iPhone5,2",8.4
7110,2019-03-05,en,US,"iPhone3,3",7.1.2
7111,2019-03-03,en,US,"iPhone8,1",9.2.1
7112,2019-03-04,en,US,"iPad2,5",9.2.1
7113,2019-03-06,fr,FR,"iPhone5,3",9.2.1
7114,2019-03-01,en,US,"iPhone8,1",9.2.1
7115,2019-03-01,fr,FR,"iPhone5,3",9.2.1
7116,2019-03-07,en,US,"iPod7,1",9.2.1
7117,2019-03-04,en,PH,"iPad4,4",9.1
7118,2019-03-01,en,US,"iPhone5,2",9.2.1
7119,2019-03-05,en,TR,"iPhone6,2",9.2.1
7120,2019-03-06,en,US,"iPhone8,2",9.2.1
7121,2019-03-03,ar,SA,"iPhone7,2",9.2.1
7122,2019-03-03,zh,Ha,"iPhone7,2",9.2.1
7123,2019-03-05,en,CA,"iPhone6,1",9.2
7124,2019-03-04,sk,SK,"iPhone7,1",9.1
7125,2019-03-06,en,US,"iPhone5,3",8.0.2
7126,2019-03-01,vi,VN,"iPhone7,1",9.0.2
7127,2019-03-04,en,US,"iPad2,5",9.2.1
7128,2019-03-03,en,US,"iPhone6,1",9.2.1
7129,2019-03-01,en,US,"iPhone7,1",9.2.1
7130,2019-03-05,en,ID,"iPhone6,1",9.2
7131,2019-03-02,ru,RU,"iPhone6,2",9.2.1
7132,2019-03-01,en,US,"iPhone7,1",9.2.1
7133,2019-03-07,en,US,"iPhone8,1",9.2.1
7134,2019-03-07,nl,BE,"iPhone5,2",9.2.1
7135,2019-03-03,en,US,"iPad2,5",9.1
7136,2019-03-04,en,CA,"iPhone6,1",9.1
7137,2019-03-01,en,US,"iPhone7,2",9.2.1
7138,2019-03-05,en,US,"iPhone8,1",9.2
7139,2019-03-02,en,US,"iPhone8,1",9.2.1
7140,2019-03-05,en,GB,"iPad3,1",9.2.1
7141,2019-03-01,en,US,"iPhone7,2",9.2.1
7142,2019-03-07,en,US,"iPhone8,2",9.2.1
7143,2019-03-06,en,US,"iPhone7,2",9.2.1
7144,2019-03-02,en,US,"iPhone7,2",9.2.1
7145,2019-03-03,en,JO,"iPhone6,1",9.2.1
7146,2019-03-07,en,GB,"iPhone6,2",9.2.1
7147,2019-03-02,en,US,"iPod5,1",9.2.1
7148,2019-03-04,en,KW,"iPhone7,1",9.2.1
7149,2019-03-07,en,PH,"iPad2,5",9.2.1
7150,2019-03-03,en,US,"iPhone7,2",9.1
7151,2019-03-07,en,MY,"iPhone5,2",9.2.1
7152,2019-03-02,en,US,"iPhone6,1",9.2.1
7153,2019-03-01,en,US,"iPhone5,3",8.4.1
7154,2019-03-02,en,US,"iPhone8,1",9.2.1
7155,2019-03-05,en,US,"iPhone7,2",9.2.1
7156,2019-03-04,en,CA,"iPhone6,1",9.2.1
7157,2019-03-02,en,US,"iPad2,5",9.2.1
7158,2019-03-07,en,US,"iPod5,1",9.2.1
7159,2019-03-03,tr,TR,"iPhone6,2",9.2.1
7160,2019-03-05,en,US,"iPad2,4",8.2
7161,2019-03-04,en,US,"iPhone4,1",9.2
7162,2019-03-04,it,IT,"iPhone8,1",9.2.1
7163,2019-03-06,en,TH,"iPhone5,2",9.2.1
7164,2019-03-03,es,ES,"iPhone7,2",9.2.1
7165,2019-03-06,en,US,"iPhone8,2",9.2.1
7166,2019-03-07,en,US,"iPhone5,2",9.2.1
7167,2019-03-05,en,US,"iPhone7,2",8.4
7168,2019-03-05,en,GB,"iPhone5,4",9.2.1
7169,2019-03-07,en,US,"iPhone7,1",9.2.1
7170,2019-03-05,nl,NL,"iPhone6,2",9.2.1
7171,2019-03-06,en,GB,"iPhone7,2",9.2.1
7172,2019-03-07,en,US,"iPhone8,1",9.2.1
7173,2019-03-04,en,CA,"iPhone7,2",9.2.1
7174,2019-03-05,en,US,"iPhone7,1",9.1
7175,2019-03-01,nb,NO,"iPhone8,1",9.2.1
7176,2019-03-03,sv,SE,"iPhone7,2",9.2.1
7177,2019-03-07,en,MN,"iPhone4,1",9.2.1
7178,2019-03-06,en,GB,"iPhone6,2",9.2.1
7179,2019-03-05,en,ID,"iPhone7,1",9.2.1
7180,2019-03-06,en,US,"iPhone8,1",9.2.1
7181,2019-03-07,en,ID,"iPhone7,2",9.2.1
7182,2019-03-05,en,US,"iPhone3,1",7.1.2
7183,2019-03-01,en,US,"iPhone5,1",9.2.1
7184,2019-03-02,en,TW,"iPhone8,1",9.2
7185,2019-03-05,en,AU,"iPhone4,1",9.2.1
7186,2019-03-06,en,US,"iPhone6,1",9.2.1
7187,2019-03-06,id,ID,"iPhone6,2",9.2.1
7188,2019-03-07,ru,RU,"iPad4,8",9.2.1
7189,2019-03-05,en,GB,"iPhone8,1",9.2.1
7190,2019-03-04,en,GB,"iPhone6,1",9.2
7191,2019-03-03,en,GB,"iPhone6,2",9.2.1
7192,2019-03-05,en,US,"iPad3,1",9.2.1
7193,2019-03-02,en,US,"iPhone5,2",9.2.1
7194,2019-03-04,en,US,"iPhone8,1",9.0.1
7195,2019-03-05,en,US,"iPhone8,1",9.2.1
7196,2019-03-07,en,DO,"iPhone8,1",9.2.1
7197,2019-03-07,en,GB,"iPhone8,1",9.2.1
7198,2019-03-05,en,ID,"iPhone7,2",9.2.1
7199,2019-03-04,en,BS,"iPhone3,1",7.1.2
7200,2019-03-05,en,US,"iPhone5,3",9.2.1
7201,2019-03-05,en,AE,"iPhone7,1",9.1
7202,2019-03-05,en,US,"iPhone7,1",8.2
7203,2019-03-05,en,GB,"iPhone7,2",9.2.1
7204,2019-03-06,sv,US,"iPhone7,2",8.1.2
7205,2019-03-01,en,MY,"iPhone5,2",9.2.1
7206,2019-03-06,en,GB,"iPhone7,2",9.2.1
7207,2019-03-03,en,SA,"iPad4,2",8.3
7208,2019-03-04,en,PH,"iPad3,1",8.4.1
7209,2019-03-01,en,US,"iPhone7,2",9.2.1
7210,2019-03-01,en,US,"iPhone8,1",9.2.1
7211,2019-03-04,en,US,"iPhone8,1",9.2.1
7212,2019-03-06,en,GB,"iPhone8,1",9.2.1
7213,2019-03-05,en,US,"iPhone7,2",9.2.1
7214,2019-03-06,en,US,"iPad2,5",8.4
7215,2019-03-05,en,PH,"iPhone7,1",9.1
7216,2019-03-01,en,GB,"iPhone5,4",9.2.1
7217,2019-03-06,en,US,"iPhone5,2",9.2.1
7218,2019-03-01,en,CA,"iPhone5,1",8.4
7219,2019-03-01,en,US,"iPhone5,3",9.2.1
7220,2019-03-05,en,US,"iPhone7,2",8.1.1
7221,2019-03-06,en,US,"iPad3,4",7.0.4
7222,2019-03-05,en,US,"iPhone7,2",9.2.1
7223,2019-03-05,en,US,"iPad2,5",8.1.2
7224,2019-03-06,en,US,"iPhone7,1",9.2.1
7225,2019-03-01,fr,CA,"iPad2,5",8.4.1
7226,2019-03-06,es,CL,"iPhone6,2",9.2.1
7227,2019-03-02,en,US,"iPad4,1",8.1.2
7228,2019-03-01,en,US,"iPhone7,2",9.2.1
7229,2019-03-05,en,US,"iPhone6,1",9.1
7230,2019-03-07,en,US,"iPhone7,1",9.2.1
7231,2019-03-07,en,US,"iPhone8,2",9.2.1
7232,2019-03-04,de,DE,"iPhone8,1",9.2.1
7233,2019-03-05,en,US,"iPhone7,2",9.2.1
7234,2019-03-05,en,US,"iPhone3,3",7.1.2
7235,2019-03-01,pt,BR,"iPhone6,2",9.2.1
7236,2019-03-05,zh,TW,"iPhone6,2",8.3
7237,2019-03-06,zh,Ha,"iPhone4,1",9.1
7238,2019-03-02,en,US,"iPhone8,1",9.2.1
7239,2019-03-04,he,IL,"iPhone6,2",8.3
7240,2019-03-06,en,US,"iPhone8,2",9.2.1
7241,2019-03-06,it,IT,"iPad4,1",9.0.2
7242,2019-03-06,en,US,"iPhone6,1",8.4.1
7243,2019-03-05,en,US,"iPad2,1",9.2.1
7244,2019-03-04,en,US,"iPhone7,2",9.2
7245,2019-03-01,en,US,"iPhone6,1",9.2.1
7246,2019-03-05,ro,RO,"iPhone8,1",9.2.1
7247,2019-03-01,en,SK,"iPhone5,2",8.4.1
7248,2019-03-02,nl,NL,"iPad3,4",9.2.1
7249,2019-03-04,nb,NO,"iPhone6,2",9.2.1
7250,2019-03-06,en,ID,"iPhone8,1",9.1
7251,2019-03-07,en,US,"iPhone8,1",9.1
7252,2019-03-06,en,US,"iPhone7,2",9.2.1
7253,2019-03-03,nb,NO,"iPhone5,4",9.2.1
7254,2019-03-04,en,MY,"iPhone5,2",9.2.1
7255,2019-03-05,en,US,"iPhone8,1",9.2.1
7256,2019-03-06,en,US,"iPhone5,1",9.2.1
7257,2019-03-02,en,AU,"iPhone8,1",9.2
7258,2019-03-04,en,US,"iPhone8,1",9.2.1
7259,2019-03-07,en,GB,"iPhone6,2",9.2.1
7260,2019-03-06,en,IN,"iPhone8,2",9.2.1
7261,2019-03-02,en,US,"iPhone7,2",9.2.1
7262,2019-03-04,en,US,"iPhone6,1",8.4
7263,2019-03-04,en,PH,"iPhone8,2",9.1
7264,2019-03-06,en,NZ,"iPad2,5",9.2.1
7265,2019-03-06,en,GB,"iPhone6,2",9.1
7266,2019-03-07,es,AR,"iPhone7,2",9.2.1
7267,2019-03-05,en,US,"iPhone7,1",9.2.1
7268,2019-03-06,en,US,"iPhone7,2",9.2.1
7269,2019-03-04,en,US,"iPhone5,3",9.2.1
7270,2019-03-02,en,GB,"iPhone8,2",9.2.1
7271,2019-03-03,en,GB,"iPhone6,2",9.2.1
7272,2019-03-05,en,PR,"iPad2,5",9.2.1
7273,2019-03-03,sv,SE,"iPhone8,1",9.1
7274,2019-03-01,en,US,"iPhone8,1",9.2.1
7275,2019-03-06,en,US,"iPhone7,1",9.2.1
7276,2019-03-05,en,US,"iPhone8,1",9.2.1
7277,2019-03-02,en,US,"iPad2,2",8.4
7278,2019-03-07,en,US,"iPhone7,2",9.2.1
7279,2019-03-07,nl,NL,"iPad3,4",9.2.1
7280,2019-03-06,en,PH,"iPhone5,2",9.2.1
7281,2019-03-05,en,US,"iPhone7,2",9.2.1
7282,2019-03-05,en,US,"iPhone5,2",7.0.6
7283,2019-03-06,vi,VN,"iPhone4,1",7.1.2
7284,2019-03-06,en,US,"iPhone8,2",9.1
7285,2019-03-07,en,IN,"iPhone7,2",9.2.1
7286,2019-03-02,en,NZ,"iPod7,1",9.2.1
7287,2019-03-01,en,CN,"iPhone7,2",9.2.1
7288,2019-03-07,en,GB,"iPhone7,2",9.2.1
7289,2019-03-07,en,CA,"iPhone7,2",9.2
7290,2019-03-01,en,US,"iPhone6,1",9.2.1
7291,2019-03-05,en,GB,"iPhone7,2",9.2.1
7292,2019-03-03,en,US,"iPhone3,3",7.1.2
7293,2019-03-03,en,US,"iPhone8,1",9.2.1
7294,2019-03-06,en,US,"iPhone6,1",9.2.1
7295,2019-03-02,en,CA,"iPhone7,2",9.2.1
7296,2019-03-06,en,US,"iPhone8,1",9.2.1
7297,2019-03-06,en,AF,"iPad2,4",9.2.1
7298,2019-03-05,en,US,"iPhone7,2",9.2.1
7299,2019-03-02,en,US,"iPhone5,3",9.2.1
7300,2019-03-07,en,US,"iPhone7,2",9.2.1
7301,2019-03-06,en,US,"iPhone8,2",9.2.1
7302,2019-03-01,en,US,"iPhone8,1",9.2.1
7303,2019-03-06,en,US,"iPhone8,1",9.2.1
7304,2019-03-05,en,GB,"iPod5,1",9.2
7305,2019-03-04,es,DO,"iPhone5,1",9.2.1
7306,2019-03-05,en,US,"iPhone4,1",9.2
7307,2019-03-05,de,AT,"iPad3,4",9.2.1
7308,2019-03-06,en,US,"iPhone6,1",9.2.1
7309,2019-03-05,en,PR,"iPhone8,1",9.2.1
7310,2019-03-07,en,GB,"iPad2,5",9.1
7311,2019-03-05,fr,FR,"iPhone7,2",9.2.1
7312,2019-03-03,en,SA,"iPad2,5",9.2.1
7313,2019-03-05,en,PH,"iPad4,1",9.2.1
7314,2019-03-01,en,US,"iPad4,4",8.3
7315,2019-03-07,en,GB,"iPhone7,2",9.2.1
7316,2019-03-02,en,US,"iPhone7,2",9.2.1
7317,2019-03-05,en,TH,"iPhone8,2",9.2.1
7318,2019-03-07,en,US,"iPhone7,2",9.2.1
7319,2019-03-07,en,US,"iPhone7,2",9.2.1
7320,2019-03-07,en,US,"iPod7,1",9.2.1
7321,2019-03-04,en,US,"iPhone6,1",9.2.1
7322,2019-03-05,en,US,"iPhone5,3",9.2.1
7323,2019-03-05,tr,TR,"iPhone6,2",9.2.1
7324,2019-03-01,en,CN,"iPhone5,2",9.2.1
7325,2019-03-06,en,US,"iPhone5,2",9.2
7326,2019-03-02,en,US,"iPhone5,3",9.2.1
7327,2019-03-07,en,US,"iPod5,1",9.2
7328,2019-03-06,en,US,"iPhone6,1",9.2
7329,2019-03-06,en,US,"iPhone8,2",9.2.1
7330,2019-03-05,en,MY,"iPhone6,2",9.2.1
7331,2019-03-01,de,DE,"iPhone8,1",9.2.1
7332,2019-03-01,en,US,"iPhone8,1",9.2.1
7333,2019-03-07,nl,NL,"iPad4,1",9.2.1
7334,2019-03-06,en,US,"iPhone7,2",9.2.1
7335,2019-03-06,en,US,"iPhone8,1",9.2
7336,2019-03-07,ru,RU,"iPhone6,1",9.1
7337,2019-03-01,en,US,"iPhone8,2",9.2.1
7338,2019-03-06,en,US,"iPad2,4",7.0.4
7339,2019-03-02,en,AU,"iPhone7,2",9.2.1
7340,2019-03-06,en,US,"iPhone7,2",9.2.1
7341,2019-03-05,en,US,"iPhone7,2",9.2.1
7342,2019-03-01,en,US,"iPhone7,1",9.2.1
7343,2019-03-05,en,US,"iPhone7,1",8.4.1
7344,2019-03-06,en,US,"iPad2,6",8.4.1
7345,2019-03-04,en,TH,"iPhone5,3",9.2.1
7346,2019-03-05,en,US,"iPhone8,1",9.2.1
7347,2019-03-05,en,GB,"iPhone6,2",9.2
7348,2019-03-05,en,AU,"iPhone4,1",9.2.1
7349,2019-03-05,en,PH,"iPad4,4",9.2.1
7350,2019-03-03,en,US,"iPad4,2",7.1.2
7351,2019-03-01,fr,FR,"iPhone7,1",9.2
7352,2019-03-05,lv,LV,"iPhone5,4",9.2.1
7353,2019-03-04,en,US,"iPhone8,2",9.2.1
7354,2019-03-06,en,GB,"iPhone8,1",9.1
7355,2019-03-06,en,US,"iPhone6,1",9.2.1
7356,2019-03-05,en,US,"iPhone6,1",9.2.1
7357,2019-03-06,en,CA,"iPhone5,3",9.2.1
7358,2019-03-06,en,GB,"iPhone5,4",9.2.1
7359,2019-03-02,en,US,"iPhone5,1",9.2.1
7360,2019-03-05,en,PH,"iPad4,5",9.1
7361,2019-03-03,en,US,"iPhone6,1",9.2.1
7362,2019-03-05,en,ID,"iPhone6,1",9.2.1
7363,2019-03-07,en,AU,"iPhone6,2",9.2
7364,2019-03-04,en,GB,"iPhone6,2",9.2.1
7365,2019-03-07,en,PH,"iPad2,5",9.2
7366,2019-03-06,th,TH,"iPad5,4",8.4.1
7367,2019-03-05,en,US,"iPad2,4",9.2.1
7368,2019-03-04,en,US,"iPhone5,3",9.1
7369,2019-03-05,nl,NL,"iPhone5,4",9.2
7370,2019-03-05,en,US,"iPad4,5",9.2.1
7371,2019-03-06,en,AU,"iPhone6,1",9.2.1
7372,2019-03-05,en,US,"iPad5,3",9.2.1
7373,2019-03-05,en,SA,"iPhone8,2",9.2.1
7374,2019-03-03,en,US,"iPhone8,1",9.2.1
7375,2019-03-06,en,US,"iPod5,1",7.0.4
7376,2019-03-06,en,US,"iPhone8,1",9.2.1
7377,2019-03-07,en,GB,"iPhone8,1",9.2.1
7378,2019-03-03,en,US,"iPhone8,2",9.2.1
7379,2019-03-06,en,US,"iPod7,1",9.2.1
7380,2019-03-04,en,GB,"iPhone7,1",8.3
7381,2019-03-01,en,US,"iPhone5,3",9.2.1
7382,2019-03-05,en,US,"iPhone6,1",9.2
7383,2019-03-05,en,US,"iPhone8,2",9.2.1
7384,2019-03-05,en,BN,"iPhone6,2",9.2.1
7385,2019-03-04,en,US,"iPhone5,2",9.1
7386,2019-03-02,en,US,"iPod7,1",9.1
7387,2019-03-05,da,DK,"iPhone7,2",9.1
7388,2019-03-06,de,AT,"iPhone5,4",9.2.1
7389,2019-03-01,en,US,"iPhone8,2",9.2.1
7390,2019-03-01,en,US,"iPhone7,2",9.2.1
7391,2019-03-05,en,AU,"iPad3,4",9.2.1
7392,2019-03-05,en,US,"iPhone6,1",9.2
7393,2019-03-05,fr,FR,"iPhone7,2",9.2.1
7394,2019-03-06,nb,NO,"iPhone6,2",9.2.1
7395,2019-03-01,es,US,"iPhone7,1",8.3
7396,2019-03-04,da,DK,"iPhone5,2",9.2.1
7397,2019-03-01,en,US,"iPhone6,1",9.2
7398,2019-03-03,en,US,"iPhone6,1",9.2.1
7399,2019-03-02,en,US,"iPhone5,3",9.2
7400,2019-03-01,en,AU,"iPad5,1",9.2.1
7401,2019-03-03,en,NL,"iPhone7,1",9.1
7402,2019-03-05,en,US,"iPhone7,2",9.2.1
7403,2019-03-02,en,AU,"iPad3,6",9.2.1
7404,2019-03-01,en,US,"iPhone6,1",9.2.1
7405,2019-03-05,en,US,"iPad4,4",9.2.1
7406,2019-03-06,en,GB,"iPhone7,2",9.2.1
7407,2019-03-07,en,US,"iPhone8,2",9.2.1
7408,2019-03-05,en,GB,"iPad3,6",9.2.1
7409,2019-03-01,en,GB,"iPad4,7",8.0
7410,2019-03-02,en,US,"iPhone6,1",9.2.1
7411,2019-03-05,en,GB,"iPad4,4",9.2.1
7412,2019-03-01,tr,TR,"iPhone3,1",7.1.2
7413,2019-03-05,en,GB,"iPad2,4",9.2.1
7414,2019-03-06,es,MX,"iPhone6,1",9.2.1
7415,2019-03-07,en,US,"iPhone6,1",9.2.1
7416,2019-03-01,de,DE,"iPhone8,1",9.2.1
7417,2019-03-06,en,US,"iPhone7,1",9.1
7418,2019-03-06,en,US,"iPhone4,1",9.2.1
7419,2019-03-03,en,US,"iPhone7,2",9.2.1
7420,2019-03-04,en,US,"iPhone6,1",9.2.1
7421,2019-03-05,en,US,"iPhone7,1",9.2.1
7422,2019-03-06,en,US,"iPhone6,1",9.2.1
7423,2019-03-02,en,US,"iPhone8,1",9.2
7424,2019-03-05,en,IE,"iPad2,4",9.2.1
7425,2019-03-07,en,US,"iPad3,5",9.2.1
7426,2019-03-06,en,US,"iPad2,7",8.1.2
7427,2019-03-07,th,TH,"iPhone4,1",9.2.1
7428,2019-03-05,en,US,"iPhone3,3",7.1.2
7429,2019-03-05,en,US,"iPhone8,1",9.2
7430,2019-03-05,en,US,"iPhone8,1",9.2
7431,2019-03-07,en,CA,"iPhone7,2",9.2.1
7432,2019-03-01,en,US,"iPhone8,2",9.2
7433,2019-03-04,en,AU,"iPad4,1",9.2.1
7434,2019-03-04,nb,NO,"iPhone3,1",7.1.2
7435,2019-03-05,en,US,"iPhone8,1",9.2.1
7436,2019-03-06,en,QA,"iPhone7,2",9.2.1
7437,2019-03-01,en,CA,"iPad4,4",9.1
7438,2019-03-01,en,US,"iPhone8,2",9.2.1
7439,2019-03-05,en,US,"iPad2,4",9.2.1
7440,2019-03-05,en,BM,"iPad2,4",9.2.1
7441,2019-03-02,en,US,"iPhone8,1",9.1
7442,2019-03-05,en,US,"iPhone6,1",9.2.1
7443,2019-03-05,en,US,"iPhone3,1",7.1.2
7444,2019-03-01,en,US,"iPhone6,1",9.2.1
7445,2019-03-01,es,MX,"iPad2,5",9.2.1
7446,2019-03-01,en,GB,"iPhone7,2",9.2.1
7447,2019-03-05,pt,BR,"iPad2,6",9.2.1
7448,2019-03-02,ar,BH,"iPhone7,2",9.2.1
7449,2019-03-04,en,GB,"iPhone7,1",9.2.1
7450,2019-03-06,en,AU,"iPhone3,1",7.1.2
7451,2019-03-06,en,US,"iPad4,7",9.2.1
7452,2019-03-01,en,AU,"iPhone7,2",9.2.1
7453,2019-03-04,en,GB,"iPhone8,1",9.2.1
7454,2019-03-06,en,AU,"iPhone8,1",9.2.1
7455,2019-03-04,en,US,"iPod5,1",9.2.1
7456,2019-03-04,en,CA,"iPad2,5",9.2.1
7457,2019-03-07,en,US,"iPhone8,2",9.2.1
7458,2019-03-02,en,US,"iPhone8,1",9.2.1
7459,2019-03-06,en,US,"iPad3,5",9.2.1
7460,2019-03-03,en,US,"iPhone6,1",9.2
7461,2019-03-02,fr,FR,"iPhone8,1",9.1
7462,2019-03-02,en,CA,"iPhone8,1",9.2
7463,2019-03-03,fr,IL,"iPhone7,2",9.2.1
7464,2019-03-02,en,US,"iPhone5,1",9.2.1
7465,2019-03-02,en,US,"iPhone8,1",9.2
7466,2019-03-06,en,US,"iPhone7,2",9.2.1
7467,2019-03-06,en,US,"iPhone6,1",9.2.1
7468,2019-03-06,tr,TR,"iPad2,2",9.2.1
7469,2019-03-06,en,US,"iPhone7,2",9.2.1
7470,2019-03-06,en,US,"iPhone7,2",9.2.1
7471,2019-03-06,tr,TR,"iPhone5,2",9.2.1
7472,2019-03-07,en,US,"iPhone7,2",9.2.1
7473,2019-03-02,ja,JP,"iPhone7,2",8.1.2
7474,2019-03-05,en,US,"iPad2,5",9.2.1
7475,2019-03-05,tr,TR,"iPhone8,1",9.2.1
7476,2019-03-05,ru,RU,"iPhone4,1",8.1
7477,2019-03-04,en,US,"iPhone7,2",9.2.1
7478,2019-03-06,en,US,"iPhone5,3",9.2.1
7479,2019-03-06,en,US,"iPad2,5",8.4.1
7480,2019-03-03,en,US,"iPhone7,1",9.2.1
7481,2019-03-07,en,US,"iPhone8,1",9.1
7482,2019-03-05,en,CA,"iPad4,4",9.1
7483,2019-03-04,en,CA,"iPhone8,1",9.0.2
7484,2019-03-02,en,US,"iPhone3,3",7.1.2
7485,2019-03-07,ko,Ko,"iPhone8,1",9.2.1
7486,2019-03-02,en,US,"iPad5,4",8.3
7487,2019-03-06,vi,VN,"iPhone7,2",9.2.1
7488,2019-03-03,en,US,"iPhone7,2",9.2.1
7489,2019-03-02,en,US,"iPhone7,2",9.2.1
7490,2019-03-05,en,US,"iPhone8,1",9.2.1
7491,2019-03-01,pt,BR,"iPhone5,1",9.2.1
7492,2019-03-06,en,US,"iPad4,4",9.2
7493,2019-03-02,en,US,"iPad4,4",9.2.1
7494,2019-03-04,en,US,"iPhone6,1",9.2.1
7495,2019-03-05,en,US,"iPhone8,1",9.2.1
7496,2019-03-05,en,US,"iPhone6,1",9.2.1
7497,2019-03-07,en,GB,"iPhone8,1",9.2
7498,2019-03-06,en,US,"iPhone4,1",9.2.1
7499,2019-03-01,en,US,"iPhone7,2",9.2.1
7500,2019-03-03,en,US,"iPhone7,1",9.2.1
7501,2019-03-06,en,US,"iPhone7,1",9.1
7502,2019-03-06,en,US,"iPod7,1",9.2.1
7503,2019-03-02,en,US,"iPad4,4",9.2.1
7504,2019-03-05,en,US,"iPad4,8",9.2.1
7505,2019-03-05,en,US,"iPhone8,2",9.0.2
7506,2019-03-07,en,US,"iPhone7,1",8.1.2
7507,2019-03-05,en,GB,"iPhone8,1",9.2.1
7508,2019-03-05,en,US,"iPhone8,1",9.2.1
7509,2019-03-06,en,US,"iPod5,1",9.2.1
